User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
"Не выдерживает фильтр, сразу дырка",2024-05-30,1,34,1,1,0
"Пришел товар без упаковки, только в одном большом пакете",2024-04-19,4,56,1,1,0
"Рвуться, как ни заваривай. Судя по отзывам, через одного бракованные.",2024-09-24,1,69,0,1,0
Обычные нормальные фильтры,2024-09-28,5,26,0,1,0
"То что нужно было ,спасибо!!",2024-09-23,5,28,0,1,0
"Очень приятная цена за такие фильтры, взяла 100 штук на пробу, и осталась довольна, они правда тоньше чем другие мои были, но не беда! Главное что фильтрует, экологично, и цена приятная, спасибо большое поставщику! Переживала что не подойдет под мою машину, а подошли",2023-03-03,5,267,1,1,0
"Плохо пропускают кофе, быстро забиваются, размер на 4 чашки, а по факту 2 с трудом...",2024-09-11,3,85,0,1,0
"Хорошие, беру не первый раз.",2024-02-11,5,28,1,1,0
Фильтры хорошо упакованы в коробке и поэлителене .,2024-02-02,5,50,1,1,0
Нормально,2024-06-19,5,9,1,1,0
"Только в воронку ставить фильтр, иначе рвутся. Не очень удобно",2024-09-26,4,62,0,1,0
Покупаю не первый раз. Довольна.,2024-09-12,5,32,0,1,0
Все классно ничего не рвётся,2024-09-18,5,28,0,1,0
"Всё цело,но пока не пользуюсь",2024-09-16,5,29,0,1,0
"Хорошие фильтры. Тонковаты, светятся, но не рвутся даже в мокром виде. Целых 100 штук против привычных 40/80 в пачке у других брендов купила 10 марта за 199 ру. 👍\nЯ по невнимательности купила их на кофеварку с объёмом чаши 4, но они и в ней нормально используются. Будьте внимательны! 😊",2022-05-04,5,286,1,1,0
"Упакованы в плотную картонную коробочку, внутри упакованы в плёнку. Ничем по качеству не уступают белым фильтрам. Фильтры отличные, рекомендую",2023-04-15,5,142,1,1,0
"Вот прям очень с ними удобно! У меня есть металлический многоразовый фильтр, но я замучиваюсь его мыть и очищать от использованного кофе. С разовыми фильтрами никакой головной боли: использовал - выбросил! Однозначно рекомендую к приобретению, даже если имеете ""стационарный"" фильтр на случай, если лень/некогда помыть его.",2024-08-06,5,323,0,1,0
"Фильтры хорошие, беру не первый раз. Но что с упаковкой?! Экономим на коробочках?",2024-03-06,4,81,1,1,0
Все пакеты дырявые. Спрашивается доя чего эти фильтры?!,2024-04-10,1,55,1,1,0
Плохие фильтры. Рвутся. Даже 1 минуту невозможно заварить кофе.,2024-09-22,1,63,0,1,0
"У каждого второго фильтра - вот такое дырявое дно, пожалела , что заказала …",2024-03-12,2,76,1,1,0
"Хорошие фильтры, не рвутся.",2024-09-17,5,27,0,1,0
Хорошие фильтры за недорого!👍,2024-09-12,5,29,0,1,0
Хорошие большие пакетики,2024-09-22,5,24,0,1,0
Беру не первый раз и очень довольна,2024-09-01,5,35,0,1,0
Очень плотная коробка. Фильтры упакованы в полиэтилен.,2023-11-11,5,54,1,1,0
"Отличные фильтры,ничего не рвется.",2024-09-02,5,34,0,1,0
Как всегда что ждали то и пришло!,2024-09-04,5,33,0,1,0
Хорошие фильтры,2024-03-20,5,15,1,1,0
Брак не советую покупать рвутся,2024-05-17,1,31,1,1,0
"Филттры хорошие ) но пришли без коробки в пакете , за это снижу звезду 😇 цена хорошая ! Спасибо",2024-02-09,4,95,1,1,0
"Хорошо фильтрует, осадка нет вообще. Пока все целые были.",2023-10-24,5,57,1,1,0
Очень удобно и кофеварка чистая,2024-09-03,5,31,0,1,0
"Ужасные фильтры! Пыталась заварить кофе, 5 штук подряд порваны либо плохо держатся и от попадания воды расклеиваются. Больше заказывать не буду.",2023-12-21,1,144,1,1,0
"вместо 300 шт.  приехала пачка 100шт….(((( \nЧто случилось со сборкой заказов???\nЕще раз перезаказывать не вижу смысла, опять ждать и опять не понятно как приедет. \n\nБрала ранее тут постоянно, уже очень много раз для капельной кофемашины. Пакеты отличные, все устраивало. Могли порваться, но  очень редко, примерно на 100 пакетов максимуи 1-2.",2024-07-21,5,342,0,1,0
Все пришло в отличном качестве,2024-09-03,5,30,0,1,0
"Не упаковано, коробка с пробоинами, но мешочки целые. В деле ещё не пробовал.",2023-07-06,5,77,1,1,0
"Пакеты рвутся , но не все. Может мне попался брак.",2024-09-24,3,50,0,1,0
Не проходит через него жидкость. Кофеварка суть не сгорела,2024-09-16,1,58,0,1,0
"Спасибо. Все отлично. Варю кофе каждый день, не одного брака! Фильтров",2023-09-16,5,70,1,1,0
"Пользуюсь фильтрами этого производителя всегда.Но именно это либо подделка,либо Эколюкс стал экономить на бумаге.Толщина фильтра в два раза тоньше,чем обычно,они просто прозрачные.При приготовлении большого количества кофе ( варю 1 литр в термос на работу) фильтр невозможно вытащить из кофеварки,рвётся от тяжести.На фото оригинальные,толстые фильтры этой фирмы",2023-08-06,3,362,1,1,0
"Фильтры вполне достойные, проклеены, без изъянов. Рекомендую.",2023-10-01,5,61,1,1,0
"Брали первый раз, думали что цена не соответствует качеству, но ошиблись. Продавцу спасибо. Хорошо, что не повелись на негативные отзывы. Ради интереса, заваривали кофе  2 раза в одном пакете и не порвался. \n Будем ещё заказывать.",2024-08-11,5,230,0,1,0
Пришёл товар в срок \nНо без транспортировочной пленки.\nЭто всё-таки для пищевых целей.\nКто знает в каких условиях он до меня добирался.\nСам фильтр сделан хорошо.,2023-09-19,4,161,1,1,0
"Фильтры хорошие, берем!",2024-09-13,5,23,0,1,0
Товар упакован в полиэтиленовый пакет. На заявленом фото была фирменная упаковка.,2024-02-12,3,81,1,1,0
"Некоторые расклеиваются, по остальному претензий нет.",2024-03-20,4,53,1,0,0
"Доставка пришла вовремя. Целостность упаковки не нарушена, за счет плотного картона. К покупке рекомендую",2023-04-17,5,105,1,1,0
Пришли хорошо упакованные.,2024-09-05,5,26,0,1,0
"Все супер. Ничего не рвется, и работает отлично, фильтры плотные. Для тупых - перед использованием подогните нижний край со швом и боковой и будет вам счастье.",2024-08-31,5,159,0,1,0
"Обычные, недорогие",2024-09-24,5,18,0,1,0
"Хорошие фильтры! Не рвутся, если использовать с кружкой! В принципе, как и должно быть! Хорошо фильтруют, я очень довольна! Спасибо продавцу и ВБ! рекомендую к покупке!",2024-08-27,5,168,0,1,0
"Хорошие фильтры, рекомендую",2024-09-01,5,27,0,1,0
"В этот раз товар действительно соответствует описанию. В прошлый раз прислали фильтры, но бумага была не очень хорошего качества, потому что быстро забивалась и уже не фильтровала.",2024-08-23,5,180,0,1,0
"Хороший размер, раньше брала 4,но те прям огромные, 2 для капельной кофеварки самое то. Бумага качественная, натуральный цвет.",2023-02-17,5,126,1,1,0
Упакованы хорошо. Но для моей кофеварки слишком огромные.,2024-09-08,4,57,0,1,0
"В упаковке 100 штук, размер 4, описанию соответствует. В магазине в 2 раза дороже. Смотрите фото!",2023-09-24,5,97,1,1,0
Очень хорошие фильтры,2024-09-14,5,21,0,1,0
Всё целое хорошие фильтры,2024-02-29,5,25,1,1,0
"Отличные пакеты, брали уже 2 раза, пока без нареканий. Брака не встречалось. Будем и дальше брать)",2023-09-21,5,98,1,1,0
Отлично подошли,2024-10-01,5,15,0,1,0
"Товар бракованный. Фото прилагаю, фильтры у основания дырявые",2024-01-07,1,61,1,1,0
"классные, покупаю уже второй раз!",2023-10-19,5,33,1,1,0
Расклеиваются как аллергик в период цветения растений.,2024-09-12,2,54,0,1,0
"Рвутся , вообще не пригодны",2024-05-08,2,27,1,1,0
"Пакеты хорошие, Но каробка пришла мятая и сырая",2023-12-19,5,47,1,1,0
"Дырявые. Начинаю лить воду, тут же рвутся (((",2024-09-18,1,45,0,1,0
"Когда первый раз покупала были отличные фильтры. Купила повторно, но в этот раз все не так хорошо. Очень много фильтров попадается бракованных, не запаены швы и все кофе высыпается наружу. В следующий раз уже эти брать не буду, попробую купить у другого продавца.",2023-08-30,2,263,1,1,0
"Фильтры отличные. Пользовались до 2021  оригиналом, пользуемся сейчас - разницы в потреб. качестве нет. Единственное упаковка - был картон стал целлофан. Спасибо производителю/продавцу.",2024-08-13,5,185,0,1,0
"Всем, кто пишет, что фильтры рвутся - они предназначены для использования в воронке, не надо их натягивать на чашку. Конечно фильтр под воздействием тяжести кофе и воды порвется. Купите вы воронку, она стоит рублей 500, только керамику, не экономьте и не берите пластик (трескается). И не будет ничего рваться.",2024-07-10,5,310,0,1,0
"Хорошие, рекомендую!",2024-09-09,5,20,0,1,0
"Отличные фильтры.Ничего не рвётся. Не слушайте тех умников,которые надевают эти фильтры на обычную кружку и таким образом пытаются сварить кофе. Фильтр устанавливается в кофеварку и прекрасно работает.Если хотите варить кофе в чашке - покупайте многоразовый пластиковый фильтр.",2024-07-18,5,277,0,1,0
Буду наслаждаться кофе!,2024-09-01,5,23,0,1,0
Всё отлично! Спасибо!,2024-03-03,5,21,1,1,0
Хороши. Благодарю,2024-09-17,5,17,0,1,0
К кофеварка подошли,2024-09-11,5,19,0,1,0
Хорошие фильтры,2024-09-24,5,15,0,1,0
"Фильтры хорошие, звезду сняла за отсутствие упаковки, хранить неудобно.",2024-01-31,4,71,1,1,0
Нормальные фильтры,2024-09-13,5,18,0,1,0
Нормальные фильтры,2024-09-13,5,18,0,1,0
Хорошие фильтры.,2024-09-20,5,16,0,1,0
"Отличные, рекомендую!",2024-09-04,5,21,0,1,0
Нормальные фильтры,2024-09-12,5,18,0,1,0
"Задумка хорошая, процентов может 10 брака, то прорывается, то не проходит вообще, но большинство отлично справляется, удобно для молотового кофе и дома и на работе.",2024-08-16,5,164,0,1,0
"Заказ 3 упаковки - получили. Одна из упаковок была порвана, но внутри всё цело. Товар качественный, без запаха. Стандартные пакетики.",2022-09-01,5,133,1,1,0
Соответствует описанию,2024-09-02,5,22,0,1,0
Отличные фильтры.,2024-01-29,5,17,1,1,0
"Упаковано отлично. Пришло быстро, спасибо",2023-12-20,5,41,1,1,0
Не держит совсем. Зря потраченные деньги.,2024-09-17,1,41,0,1,0
Отличные фильтры,2024-09-17,5,16,0,1,0
Фильтры рвутся под струёй воды!\nСначала порвался в кофеварке. Потом проверил под струёй холодной воды. Рвется шов на дне моментально\nНе рекомендую к покупке,2023-08-08,1,156,1,1,0
Отличные фильтры!!,2024-09-09,5,18,0,1,0
Хорошые,2024-05-19,5,7,1,1,0
"Хорошие фильтры, пользуюсь уже неделю, соответствуют размеру, не рвутся и не пропускают крупинки кофе.",2023-08-07,5,102,1,1,0
"Фильтры рвутся, попробовала уже  3 шт и один и тот же результат (",2024-01-31,1,65,1,1,0
Хорошие фильтры,2024-09-17,5,15,0,1,0
Фильтры подошли,2024-09-17,5,15,0,1,0
Хорошие вроде,2024-09-24,5,13,0,1,0
Каждый второй пакетик отказался с браком,2023-12-17,1,40,1,1,0
"Фильтры пришли без коробки, но в герметично запаянной упаковке",2024-01-30,4,62,1,1,0
"Были фильтры вот в таком состоянии. Всегда их покупала, не было нареканий, но в этот раз заметила, что фильтры не из той бумаги, что была раньше, тоньше стали что ли.Ну и плюс брак",2023-09-24,2,180,1,1,0
Хорошие фильтры,2024-09-14,5,15,0,1,0
Хорошие фильтры,2024-09-14,5,15,0,1,0
заказал большую упаковку 300 от. сплошной брак. Заявленный запатентованный шов (оказался) фэйком .,2023-08-06,1,98,1,1,0
"Фильтры отличные, доставка быстрая, упаковка целая👍",2023-11-02,5,51,1,1,0
По такой цене это просто находка! Три упаковки по 100 фильтров хватит на 10 месяцев ежедневного приготовления кофе!,2023-03-08,5,115,1,1,0
"Фильтры хорошие, качественные. Для кофеварки Russell Hobbs подошли идеально. Заказ пришёл вовремя. Продавца рекомендую",2022-11-15,5,118,1,1,0
"Рекомендую. Отличные фильтры. Не рвутся, не разтворяются, не размокают. Вмегла приходят в надежной упаковке. Имеют отличный товарный вид, не мятве, не порванные. Рекомендую продавца и сам товар. Безусловно буду покупать еще.",2024-07-14,5,224,0,1,0
"Хорошие фильтры. По ""шву"" не расходятся когда вставляешь в кофеварку.\nЗапаха не имеют. Привеуса не дают. Прочные, не размокают.\n\nЕдинственное, что мне не нравится, так это отсутствие вообще какой-либо дополнительной упаковки продавца.\nWB иногда не очень аккуратно везут товар. Если заводская коробка проткнётся, то и фильтры тоже. А этот товар не моется и преднизначен для приготовления продуктов питания...\nПоследний раз мне совсем без заводской коробки пришли фильтры (только внутренняя вакуумная пленка). У этого де продавца больше заказывать, конечно, не буду.",2024-05-08,5,564,0,1,0
"Отличные фильтры, чуть тоньше чем аналог Topperr, а почти в два раза дешевле с разницей 360 против 212. Рекомендую. Фунционально разницы нет.",2024-08-13,5,141,0,1,0
"Тоненькие, но для капельной вполне подходят",2024-09-01,4,43,0,1,0
"Фильтры плохие. Не рвутся, как указано во многих отзывах,но бумага очень плотная. При использовании в кофеварке капельного типа так как бумага ничего не фильтрует,вода накапливается и чаинки с током воды выходят через верх фильтра в кофе. Отвратно. Никогда ,ничего, при использовании других фильтров ,не наблюдалось.",2024-08-18,2,316,0,1,0
Отличные пакеты!,2024-09-05,5,16,0,1,0
Доставка быстрая и без задержки. Пакеты прочные. Спасибо продавцу и компании WB.Рекомендую к покупке,2024-08-30,5,100,0,1,0
"Фильтр бракованный. Кофе не фильтруется, шов не держит....",2023-11-28,1,58,1,1,0
Периодически разваливаются по шву.,2024-09-12,4,34,0,1,0
"Из пяти первых взятых фильтров, все пять с дырявым дном. Абсолютно невозможно их использовать",2023-11-29,1,93,1,1,0
Не кому не советую намокает и рвется,2024-09-09,1,36,0,1,0
Хорошие фильтры,2024-09-07,5,15,0,1,0
"Первый раз, когда заказывали эти фильтры, они пришли в коробке, в этот раз, просто в упаковке по 100 шт и в пакете.",2024-08-20,5,115,0,1,0
"Уже несколько раз приобретала данные фильтры, всегда всё было отлично, приходили в коробке и материал у фильтра был хорошим. \nСейчас заказав 300 шт. пришли в прозрачной упаковке и по качеству совсем не то, (просто бумага), что приходило раньше. Больше брать не буду у вас фильтры.",2024-08-20,1,280,0,1,0
"Обычные, но много не проклеенных в углу",2024-09-03,4,39,0,1,0
Хорошие фильтры!,2024-09-01,5,16,0,1,0
Хорошие фильтры,2024-09-05,5,15,0,1,0
"Хорошие фильтры. Для кофеварки на 6 кружек, в самый раз. Не размокают и не рвутся. Запаха бумаги нет. Кофе получается без осадка.",2022-08-28,5,129,1,1,0
Отличные.,2024-10-01,5,9,0,1,0
"Фильтры норм. Плотность бумаги достаточная, напиток и гущу держат (использую в капельной кофеварке), шов крепкий, размерность двойка - тютелька в тютельку (на фото - кофейная 70мл чашечка для сравнения)\nТоваром доволен, спасибо продавцу!",2022-11-21,5,237,1,1,0
Некоторве рвутся после намокания,2024-09-11,4,32,0,1,0
"Пользуюсь такой кофемашинкой лет 5, такая ситуация у меня впервые 🙈\nРаньше покупала пакеты в магазине, а тут решила заказать.. \nФильтр просто развозился 🥲",2023-09-11,1,154,1,1,0
"Отличные фильтры, достаточно тонкие, но свою задачу хорошо выполняют. Все хорошо упаковано было и сама коробка и фильтры внутри.",2022-12-24,5,128,1,1,0
"Спасибо! Фильтры очень хорошие! Запаха нет, кофе вкусный! Буду заказывать еще. Рекомендую!",2024-08-30,5,90,0,1,0
"Хорошие фильтры, герметичная упаковка. 👍👌",2023-11-06,5,41,1,1,0
"Рекомендую продавца и товар. Уже заварила в пакетике кофе, довольна.",2023-03-01,5,68,1,1,0
"Отличные фильтры. Не рвутся, не размокают.  Заказ пришел в надежной упаковке. Имеют отличный товарный вид, не мятые, не порванные. Рекомендую продавца и сам товар. Буду заказывать еще.",2024-07-14,5,184,0,1,0
Брали для кофеварки  Тефаль .Фильтры хорошие. Крепкие.,2023-07-03,5,54,1,1,0
"Хорошие,не намокают.можно пользовать до трёх раз,если есть необходимость т.е экономичные.",2024-08-27,5,89,0,1,0
"Полная ерунда. От горячей воды разрывается, подумали мало ли брак на фильтре первом, а так все 5 штук, что пытались использовать",2023-09-26,1,128,1,1,0
"Уже многие писали про «опилки» и ошметки бумаги, которые сыпятся по краям с фильтров. Сначала думала, что ничего страшного и перед каждым применением стряхивала и сручную проходилась по каждому краю фильтра, чтобы потом не пить кофе с кусками бумаги. Но спустя около 20 таких танцов с бубном выкинула всю пачку и заказала у другого продавца. Крайне не рекомендую, если вам дорого ваше время и кофе, который вы пьете",2024-07-17,1,415,0,1,0
"Фильтры очень плохо спаянны, сразу расходится шов уже в руках, не говоря о наливание в них кипятка...",2023-10-29,3,101,1,1,0
"Уже давно пользуюсь капельной кофеваркой и много раз заказывала именно эти фильтры. Всегда все было отлично. В этот раз фильтры ужасного качества. Рвутся, швы расходятся просто от воды. А через кофе вода вообще не проходит. Сначала грешила на кофеварку, но при попытке пролива через воронку такой же результат.",2024-08-05,2,310,0,1,0
Плохо пропускает а потом рвется,2024-09-07,3,31,0,1,0
Отличные фильтры. Упакованы надежно,2023-11-09,5,35,1,1,0
"По качеству в использовании все хорошо. Но,  конечно, хранение удобно в коробке,  а не в плёнке как сейчас.",2024-08-10,5,107,0,1,0
"Кофе завариваю в чашке, попробовала впервые через фильтр без воронки, спасибо, не порвался. намного вкуснее, мягче, чашка у меня небольшая",2024-07-26,5,138,0,1,0
"Без оригинальной упаковки, завальцованы в простой пакет. При использовании фильтруют очень медленно и до половины. Большие сомнения, что оригинал. Раньше неоднократно заказывала такие же, проблем не было.",2024-08-25,2,204,0,1,0
"Замечательные фильтры. По размеру кофеварки. Плотные, не рвутся и не протекают. Покупкой довольны.",2024-08-14,5,98,0,1,0
"Ставлю 3 звезды за то что продавец вводит в заблуждение покупателя своей инструкцией по применению, эти фильтры используются только с воронкой или в кофеварки, просто положить его в чашку не получиться, когда его вытаскиваеш дно рвется кофеинки остаются в бакале, и медленно капает вода, пока дождёшься  кофе пьешь уже чуть теплый.",2024-07-26,3,331,0,1,0
"Деньги на ветер! При взаимодействии с водой шов расклеивается. Если подвернуть где нет шва и придерживать, то получается отфильтровать. К покупке не рекомендую.",2023-08-01,1,160,1,1,0
"Начиталась хороших отзывов, понадеялась. У трех фильтров просто разошёлся нижний шов от воды, три раза пришлось отмывать кофеварку(",2023-09-05,3,131,1,1,0
"Заказ пришёл быстро )коробка была чудь помята а так все отлично с -фильтрами ,на мою машинку  отлично подошли ,фильтры не  тонкие рекомендую !👍",2022-01-24,5,143,1,1,0
"Хорошие фильтры! Не поленилась и посчитала - действительно 100штук, все честно! Упакованы в 2 пакетика, все пришло в сохранности. Спасибо! буду покупать у вас еще!",2024-07-11,5,163,0,1,0
"Ужасно пропускают воду. Приходится несколько раз ставить на паузу кофеварку, чтобы вода не вылилась из резервуара с фильтром. До этого брала эту же фирму, но в меньшем количестве. Таких проблем с ними не было. Есть подозрения, что продавец под этим брендом продаёт подделку. Фильтры пришли без коробки (при заказе меньшего количества фильтры были в фирменной коробке), просто упакованые в прозрачную пленку, на упаковке не был отмечен бренд.",2024-07-04,2,441,0,1,0
"Всё хорошо, фильтры те что нужно.",2023-08-21,5,33,1,1,0
"Отличные фильтры . Доступная цена. Не рвутся, постороннего запаха нет, не забиваются. Что ещё понравилось- помимо того что коробка в целлофане, и сами фильтры внутри тоже упакованы в целлофан. Рекомендую.",2021-12-30,5,204,1,1,0
"Отлично подошли к кофеварке нашей, а то надоело мыть каждый раз ситечко.",2024-08-28,5,72,0,1,0
"На коробке написано что отбелённые,а по факту не отбеленные))хорошо что в пункте выдачи я заглянула в коробочку)",2023-04-01,5,112,1,1,0
Все супер,2024-09-13,5,9,0,1,0
"Качество оставляет желать лучшего.... Всегда использую фильтры для заваривания в чашке, но первый раз вижу чтобы фильтры расклеивались.",2023-05-12,1,135,1,1,0
Для капельной кофеварки отлично подходит. Не расклеиваются. Смотрите назначение на коробке и все будет отлично.,2024-07-30,5,111,0,1,0
"Хорошего качества, но немного размер большеват, я подрезал. Не критично",2024-08-26,5,71,0,1,0
"Отличная цена для таких фильтров.. В магазинах стоят в два, а то и в три раза дороже.. \nХорошо фильтруют. Не рвутся.",2024-07-28,5,116,0,1,0
"Фильтры очень плотные,хорошего качества. Советую ! Брала 200шт. Ни один не порвался и не расклеился при использовании .👍",2024-07-25,5,120,0,1,0
"По качеству такие же,  как покупала в магазине, все отлично. Свою функцию выполняют.",2024-08-16,5,84,0,1,0
"Что-то вообще не пойму, это ужас а не пакеты!!! Всё время заказываю у вас, и всё было отлично. В этот раз пришли во-первых не так упакованы, а просто в полиэтилен. Не придала значение. Кофе вообще ужасный получается, а кофе тот же!!! Кофе слабый, и сами пакеты с каким-запахом! Больше здесь брать не буду!!!",2024-07-18,1,307,0,1,0
"Вроде все норм,сам не правильно пользовался,аппарата не было использовал в стакане",2024-08-13,5,82,0,1,0
Нормальные.,2023-12-23,5,11,1,1,0
"Хорошие фильтры\nКоробка немного помята, но фильтры в отдельном пакете, так что все норм!\nРазмер соответствует заявленному",2022-08-20,5,121,1,1,0
"Очень люблю эти фильтры, покупаю постоянно, спасибо производителю",2024-08-26,5,65,0,1,0
"Как и все, не прочитал сразу отзывы. Возможно, ранее были хорошего качества, сейчас не возможно даже 1 чашку заварить, сразу рвет дно. Хоть пустой, хоть с кофе - без разницы. Выкинул деньги на ветер. Хорошо, что на запас не взял.",2024-08-04,1,229,0,1,0
"Фильты  хорошего качества, но  необратила внимание на размер ) оставила, использую",2024-08-12,5,82,0,1,0
"К сожалению, фильтры оказались плохими. За много лет использования подобных фильтров впервые столкнулась с тем, что, во-первых, они ооочень медленно пропускают воду, а во-вторых рвутся! Возможно, эти проблемы связаны. Поскольку фильтр плохо пропускает воду, он долго находится в мокроом состоянии, и бумага не выдерживает. Не знаю. Очень жалко. Куплена большая упаковка, и как ими пользоваться, неизвестно. Видимо, никак.",2024-06-27,2,421,0,1,0
Отлично.,2024-09-12,5,8,0,1,0
Всё супер,2024-09-05,5,9,0,1,0
"Упаковка была поняла, но я брала для себя и по этому не критично. Сами фильтры отличные. Не рвутся. Рекомендую!!!",2022-09-02,5,113,1,1,0
"Неожиданно,  что без коробки",2024-02-10,4,28,1,1,0
"Зачем дезинформировать покупателей, что фильтры произведены в Германии? На упаковке написано - изготовитель Россия, и штрих-код российский! Никаких ""сделано в Германии"" нет! Коробка очень неудобно открывается, нет никакого клапана для дальнейшего хранения и использования фильтров",2023-02-16,3,280,1,1,0
"Фильтры нормальные брала двоечку но мне приходится обрезать верх, это не проблема, спасибо производителю и продавцу",2022-01-26,5,115,1,1,0
"Не очень понимаю, что может расползаться. Отличные фильтры.",2024-08-28,5,59,0,1,0
Нормальные пакеты для кофемашины 👍 всё работает хорошо рекомендую.,2024-08-21,5,66,0,1,0
"Приобретением довольна, заказ получила через 2 дня. Упаковка не повреждена и сами фильтры упакованы в пленку👍",2022-02-20,5,109,1,1,0
"Отличный фильтры, уже раз 5 заваривала в них кофе, используя кофеварку. Хорошая цена и качество",2023-03-23,5,95,1,1,0
"Дешевле стоят на валберис, чем в магазине. Фильтры отличные, без нареканий. Ежедневно использую для кофеварки капельного типа. Рекомендую.",2022-04-25,5,138,1,1,0
"Заказывал у этого продавца фильты 100шт, они были чуть лучше. У этих (200шт) один фильтр расклеился и весь кофе стёк по пуроверу в кружку, но это мелочи! Продавца советую, товар хороший!",2024-06-13,5,186,0,1,0
Хорошие,2024-09-12,5,7,0,1,0
"Отличные фильтры, лучше чем ранее покупала в окее. Доставка быстрая, качество огонь!",2022-06-28,5,84,1,1,0
"Хорошо упакованы, плотные, качественные, буду заказывать ещё",2024-08-23,5,60,0,1,0
"Использовала в кофеварке. Так как бумага плотная, то кофе пришлось подождать, но спустя несколько часов так и осталась в этом фильтре вода. Бумага имеет жуткий запах. Да, кофе был Турецкий мёд, но в итоге в чашке этого вкуса не было. Запах бумаги удалил и вкус кофе.",2024-07-18,3,266,0,1,0
"Дождался я свои фильтра, как налил кипятка сразу же дно открылось и вода вместе с кофе вылилось в стакан. Подумал ладно, может одна штука брак, еще 10 использовал та же фигня, думаю ок, использовал сразу 3 вложив друг в друга, то же самое. В общем не советую, бесполезная штука.",2024-07-15,1,278,0,1,0
"Отличные, привкуса бумаги в кофе не чувствуется. Для пуровера подошли. Крепкие, пока ни один не расклеялся.",2022-08-05,5,107,1,1,0
Супер!,2024-09-17,5,6,0,1,0
"Фильтры плотные, упакованы были хорошо. Продавца рекомендую, будем брать ещё.",2024-08-05,5,77,0,1,0
"Очень разочарована. Было заказано 300 штук. Оплата прошла за 300. В пункте забрали только 100. Про получении не обратили внимания (наша оплошность), а дома уже разобрались. Продавец оказался не честен.",2022-11-07,1,201,1,1,0
"Как только не пробовала....дно рвётся, хоть в воронке,  хоть в кружке....Полное разочарование 😞 Брала у другого производителя,  все было прекрасно. Очень жаль.",2024-08-15,1,159,0,1,0
Отличные фильтры! Никаких крошек или чего там нашли другие люди кроме самих фильтров.,2024-07-30,5,85,0,1,0
"Этими фильтрами пользуюсь давно ,все устраивает спасибо",2024-08-25,5,55,0,1,0
хорошие,2024-09-07,5,7,0,1,0
"Цена =качество, для бюджетных фильтров отлично, плотные, 5+",2023-06-06,5,59,1,1,0
"Пришли в мятой и надорванной коробке. Сама она и фильтры внутри запаяны в пленку, но все равно неприятно - коробку обычно ставлю на виду. Качество, надеюсь, будет ОК. ",2022-08-17,4,167,1,1,0
"Каждый день мой кофе грязный, фильтры рвутся либо изначально дырявые, жаль что я три коробки купила",2023-08-18,2,99,1,1,0
"Вроде неплохие фильтры, правда, для нашей кофеварки немного великоваты😅.",2024-08-08,5,72,0,1,0
Фильтры в пачке из последнего заказа дырявые через один 🤷‍♀️,2023-10-27,1,60,1,1,0
"Фильтры-то ок: кофе заварила, постороннего ничего нет, но с упаковкой нужно что-то делать: она в уголке мятая так прилично. Или ВБ неаккуратно привезли, или продавец недостаточно упаковал. Но сами фильтры без повреждений. За такие деньги супер.",2021-11-28,5,244,1,1,0
Хорошие,2024-09-06,5,7,0,1,0
Хорошие фильтры. Работу свою выполняют. Бракованный дырявых фильтров пока не находила. Доставили быстро.,2024-07-14,5,104,0,1,0
Все ок,2024-09-13,5,6,0,1,0
"Тонкие ,но прочные . Описанию соответствует , постороннего запаха нет .",2022-12-09,5,71,1,1,0
"Отличные пакеты, подходят к моей капельной кофеварке",2023-03-08,5,52,1,1,0
Описанию соответствует.В упаковке две коробки по 100 шт.,2022-06-21,5,56,1,1,0
"Такие же как и в любой кофейне или  *** , только в два раза дешевле. По этому спасибо.",2024-07-24,5,86,0,1,0
Не рекомендую,2024-09-23,3,13,0,1,0
"Понравились. Под них обязательно нужна опора, многоразовый фильтр или воронка для кофе.",2024-07-24,5,87,0,1,0
"Товар пришёл вовремя, процеживают отлично, нареканий никаких нет. Советую к покупке.",2022-04-04,5,84,1,1,0
"Фильтры пришли не в коробке, как это изображено на фото, и как это должно быть, а в запаянном целофане. Мерзость. Такое ощущение, что их в подвале кто-то по 100 штук отсчитываться и упаковывает.",2024-07-30,2,194,0,1,0
"Пришло всё целое, заваривает отлично, всё супер",2022-09-04,5,47,1,1,0
"Плохо склеены или еще что, но что ни фильтр, то рвется в центре, в итоге пьешь кофе с кофейной гущей либо фильтрация не происходит, забивается, одно расстройство",2024-08-09,1,161,0,1,0
"Упаковка пришла нормальная, но сама по себе она крайне хлипкая, сразу выкинул, не хочется в ней хранить эти фильтры. Сами фильтры оч достойные!",2021-11-08,5,143,1,1,0
"Пришло во время, все целое.",2023-10-03,5,27,1,1,0
Отличные фильтры. Очень удобно.,2023-09-12,5,31,1,1,0
"Пришли в такой коробке, не знаю как будут в действии, думаю что хорошие..",2022-11-14,5,73,1,1,0
"Как в описании, ни какого постороннего запаха нет, кофе чистое",2024-08-13,5,62,0,1,0
"Для заварки пуровером не подходят, рвутся все стабильно, даже просто от воды",2023-09-13,1,76,1,1,0
"Отличные фильтры, дешевле наполовину аналогичных, которые брала всегда. Разницы не увидела. Берите.",2024-07-13,5,99,0,1,0
Отличные! Не один не порвался ( пользуюсь каждый день )!Рекомендую!!!,2024-08-05,5,69,0,1,0
