,Reviews,Summary
177,"[3, 12377, 2, 25083, 17674, 12095, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 3700, 6469, 8194, 2, 5, 3, 10458, 2533, 31545, 22682, 5345, 2, 3, 2, 18632, 2, 1757, 2, 3, 2, 14709, 3, 5814, 14601, 14982, 6588, 1]","[3, 2, 2044, 2, 25083, 17674, 12095, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 3, 2795, 3, 12095, 2, 1757, 24832, 31483, 2, 21325, 3, 20447, 14982, 14709, 2533, 17148, 21325, 6, 3, 9890, 3, 2, 3700, 6469, 8194, 2, 3, 2795, 3, 2, 10338, 21025, 2, 5814, 12095, 1]"
178,"[3, 21325, 6652, 29812, 17674, 31545, 2533, 2, 3, 2, 1757, 2, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 17674, 2, 2533, 2, 3, 5814, 6588, 2, 3, 20447, 19229, 7184, 2, 12377, 2, 3, 25644, 2, 14391, 5, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 1]","[3, 2, 2795, 6652, 29812, 17674, 31545, 2533, 2, 3, 2, 1757, 2, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 3, 2795, 3, 2, 10458, 8452, 2, 6469, 3, 7948, 2, 2044, 2, 13400, 19414, 6469, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 17674, 2, 2533, 2, 3, 5814, 6588, 2, 3, 20447, 19229, 1]"
179,"[3, 8194, 3700, 2, 14391, 23110, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2, 6609, 3700, 12095, 6, 3, 9890, 3, 2, 21044, 2, 2044, 3, 2795, 2, 2044, 14601, 23912, 2, 6725, 3, 17059, 8724, 14142, 2, 14142, 2, 2044, 3, 2, 3700, 20447, 5, 3, 2044, 2, 22123, 2, 3, 12377, 6469, 1]","[3, 2, 2533, 3700, 2, 14391, 23110, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 2, 6609, 3700, 12377, 6469, 3, 2795, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 2533, 15517, 13400, 1757, 2, 6, 3, 9890, 12681, 17148, 2, 2533, 2, 3, 2, 3700, 21025, 2795, 2, 17674, 2, 2795, 2, 3, 2795, 3, 2, 23912, 2, 12377, 10458, 1]"
180,"[3, 21325, 6652, 5345, 17657, 3, 21025, 2, 7184, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 6469, 23110, 2, 5, 3, 6588, 2, 23110, 2, 8724, 3, 26672, 2, 17674, 2, 16811, 27616, 2795, 6, 3, 9890, 3, 2795, 9890, 2, 20000, 3, 2, 8452, 2, 2533, 15042, 3, 2, 2795, 5814, 12377, 10458, 2, 5, 3, 17059, 1]","[3, 2, 2795, 6652, 5345, 17657, 12681, 3, 17059, 14601, 2, 9890, 2, 3, 21025, 2, 31585, 2, 3, 2795, 3, 3700, 5814, 2044, 2, 9890, 2, 3, 13400, 2, 3700, 14601, 29812, 12377, 2, 6, 3, 9890, 3, 2, 10338, 6469, 23110, 2, 3, 2795, 3, 2, 1757, 13400, 2, 13400, 16624, 15042, 5345, 2, 5, 1, 0, 0, 0, 0, 0, 0]"
181,"[3, 2044, 2, 26672, 18352, 14982, 6588, 2, 3, 19414, 2, 5814, 3700, 2, 2533, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 2044, 10338, 2, 2044, 6, 3, 9890, 3, 2, 3700, 6469, 7184, 2, 5, 3, 19229, 2, 12377, 3, 3700, 2, 7948, 6609, 6588, 2, 15042, 5345, 2, 3, 2, 1757, 13400, 2, 3, 2, 14709, 21044, 2, 21302, 1757, 1]","[3, 2, 26672, 18352, 14982, 6588, 2, 3, 19414, 2, 5814, 3700, 2, 2533, 3, 2, 1757, 6652, 18352, 6609, 22123, 3, 2795, 3, 3700, 2, 7948, 6609, 6588, 2, 25083, 3, 2, 1757, 13400, 2, 3, 2, 14709, 21044, 2, 21302, 1757, 6, 3, 9890, 3, 2, 3700, 6469, 7184, 2, 3, 2795, 3, 5814, 2044, 10338, 2, 2044, 2, 5, 1, 0]"
182,"[3, 2, 19229, 6652, 6725, 14709, 2, 24392, 12095, 2, 3, 2, 14601, 15517, 3, 2, 10458, 7948, 2, 6, 3, 9890, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 3, 25157, 10458, 2533, 3, 8194, 3, 25644, 2, 14142, 5, 3, 2044, 2, 22123, 2, 3, 3700, 5814, 2044, 2, 8194, 2, 8724, 3, 26672, 2, 17674, 2, 16811, 1]","[3, 2, 19229, 6652, 6725, 14709, 2, 24392, 12095, 2, 3, 2, 14601, 15517, 12681, 3, 2, 10458, 8452, 2, 6469, 3, 7948, 2, 2044, 2, 13400, 19414, 6469, 6, 3, 9890, 3, 14142, 3700, 5814, 2044, 2, 8194, 8724, 3, 2, 2795, 10458, 6652, 1757, 3, 2795, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 3, 25157, 10458, 2533, 1]"
183,"[3, 2, 2044, 9592, 2533, 2, 2533, 7948, 6725, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 12095, 25157, 10338, 2, 6, 3, 9890, 3, 2, 2533, 10458, 2044, 8724, 2, 17238, 22682, 3, 2795, 2, 3, 10458, 10338, 2, 5, 3, 17059, 14601, 2, 7184, 2, 1757, 3, 2, 2044, 9592, 2, 7948, 2, 2795, 2795, 6, 3, 9890, 3, 6725, 1]","[3, 2, 2044, 9592, 2533, 2, 2533, 7948, 6725, 12681, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2795, 2, 2044, 2, 7948, 2, 21302, 2, 3, 2795, 3, 2044, 2, 1757, 6652, 18352, 16624, 21325, 6, 3, 9890, 3, 6725, 2, 6588, 2, 3, 2795, 3, 5814, 2044, 10338, 2, 2044, 2, 5, 1, 0, 0]"
184,"[3, 6652, 10338, 5345, 5345, 16811, 23110, 3, 3700, 5814, 2044, 2, 7184, 2, 1757, 6, 3, 9890, 3, 14142, 3, 2, 17238, 2, 17238, 2, 6725, 3, 5814, 6588, 2, 3, 5814, 14601, 14982, 6588, 2, 7184, 2, 3, 2, 10338, 2, 1757, 2, 1757, 6652, 5, 3, 6588, 2, 23110, 1757, 3, 2795, 3, 3700, 5814, 2044, 2, 7184, 2, 1757, 1]","[3, 2, 10338, 5345, 5345, 16811, 23110, 3, 3700, 5814, 2044, 2, 7184, 2, 1757, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 17238, 5814, 17657, 2, 12377, 2, 6, 3, 9890, 3, 14142, 3, 5814, 17674, 2, 16811, 1757, 2, 7184, 2, 3, 2795, 3, 14142, 3, 2, 17238, 2, 17238, 2, 6725, 3, 5814, 6588, 2, 3, 5814, 2044, 1]"
185,"[3, 14982, 19229, 25610, 2, 18632, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2795, 2, 2044, 2, 7948, 2, 21302, 2, 6, 3, 9890, 3, 2, 6609, 3700, 6652, 12681, 14601, 2, 12377, 6469, 3, 18352, 2, 2795, 2, 5, 3, 2, 2044, 10338, 2, 2533, 2, 3, 12377, 7184, 6725, 7948, 10458, 31585, 1]","[3, 2, 1757, 19229, 25610, 2, 18632, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 2795, 2, 2044, 2, 7948, 2, 21302, 25083, 3, 2795, 3, 12377, 7184, 6725, 7948, 10458, 31585, 2, 6, 3, 9890, 12681, 3, 14391, 2, 23110, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2, 6609, 3700, 12095, 3, 2795, 3, 2, 2533, 6609, 2, 31483, 1]"
186,"[12681, 20447, 8452, 6725, 2, 25752, 12681, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 2, 6652, 7948, 9890, 6469, 6, 3, 9890, 3, 2, 10458, 10338, 3, 6725, 17657, 2, 15042, 3, 2, 2533, 8452, 2, 5814, 5, 3, 2044, 2, 22123, 2, 3, 2, 10458, 8452, 2, 6, 3, 9890, 3, 12095, 25157, 7948, 3, 14142, 8724, 22036, 2, 20000, 3, 1]","[3, 2, 20447, 8452, 6725, 2, 25752, 12681, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 2, 6652, 7948, 9890, 6469, 3, 2795, 3, 2, 10458, 10338, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 6, 3, 9890, 12681, 3, 2, 10338, 2, 19229, 20447, 21325, 12681, 3, 2, 2533, 15517, 13400, 1757, 2, 3, 2795, 3, 1]"
187,"[3, 3700, 6725, 2, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 2, 2533, 10338, 6469, 6, 3, 9890, 3, 2044, 2, 22123, 2, 3, 6725, 2, 6588, 2, 5, 3, 2, 2044, 10338, 2, 2044, 3, 3700, 6725, 2, 22682, 6, 3, 9890, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 8724, 13400, 28232, 2795, 3, 5814, 6588, 1]","[3, 2, 6725, 2, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 2, 2533, 10338, 6469, 3, 2795, 3, 21025, 2, 31585, 2, 6, 3, 9890, 3, 6725, 2, 6588, 2, 3, 2795, 3, 2, 3700, 6469, 7184, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,"[3, 2, 19229, 5345, 18737, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 8724, 25945, 5345, 2, 16624, 14391, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 6725, 2, 6588, 2, 5, 3, 17059, 14601, 2, 9890, 24697, 2, 2795, 7948, 15042, 3, 6469, 3700, 5345, 18632, 6, 3, 9890, 3, 2, 3700, 21325, 6725, 5, 1]","[3, 2, 19229, 5345, 18737, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 8724, 25945, 5345, 2, 16624, 14391, 2, 6, 3, 9890, 3, 6725, 2, 6588, 2, 6, 3, 2, 3700, 6469, 7184, 2, 3, 2795, 3, 6725, 13400, 2, 3700, 15042, 3, 13400, 2, 3700, 6588, 2, 8452, 9890, 2, 2044, 3, 2044, 2, 5345, 6588, 1]"
189,"[3, 17148, 6469, 2, 2533, 3, 2, 8452, 12095, 2, 6, 3, 9890, 3, 2, 10458, 10338, 3, 2, 1757, 13400, 2, 13400, 16624, 15042, 5345, 2, 5, 3, 2044, 2, 22123, 2, 3, 10458, 2795, 6588, 2, 8194, 2, 6, 3, 9890, 3, 14142, 3, 2, 17238, 2, 17238, 22682, 3, 5814, 6588, 2, 3, 2, 17674, 2, 2795, 2, 3, 2, 1]","[3, 2, 2533, 6469, 2, 2533, 12681, 3, 2, 8452, 23110, 6469, 3, 18737, 6609, 1757, 2, 21302, 25083, 3, 2795, 3, 10458, 2795, 6588, 2, 7184, 2, 6469, 3, 5814, 2795, 2, 2533, 2, 9890, 6469, 6, 3, 9890, 3, 2, 1757, 13400, 2, 13400, 16624, 15042, 5345, 2, 3, 2795, 3, 14142, 3, 5814, 17674, 2, 16811, 1757, 2, 8194, 2, 1]"
190,"[3, 2, 19229, 6652, 6725, 14709, 2, 24392, 12095, 2, 3, 2, 3700, 2, 8194, 2, 3, 2, 15042, 12095, 3, 2, 2044, 10338, 2, 2533, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 6469, 12095, 2, 5, 3, 17059, 14601, 2, 9890, 1757, 3, 12095, 2, 1757, 24832, 2044, 3, 2, 2795, 10458, 23110, 6, 3, 9890, 3, 1]","[3, 2, 19229, 6652, 6725, 14709, 2, 24392, 12095, 2, 3, 2, 3700, 2, 8194, 2, 3, 2, 15042, 12095, 12681, 3, 17059, 14601, 2, 7184, 2, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2, 2795, 10458, 23110, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 6469, 12095, 2, 3, 2795, 3, 6725, 13400, 2, 3700, 15042, 3, 1]"
191,"[3, 9592, 10458, 17657, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 3, 5814, 16811, 17674, 2, 9890, 3, 26798, 6588, 2, 9890, 3, 2, 13400, 15042, 5345, 2, 5, 3, 3700, 5814, 2044, 2, 9890, 3, 26672, 2, 17674, 2, 16811, 22581, 2, 6, 3, 9890, 3, 2, 21044, 2, 2044, 3, 2, 17238, 2, 2533, 14709, 1]","[3, 2, 2044, 10458, 17657, 12681, 3, 2, 10458, 8452, 2, 6469, 8724, 13400, 28232, 25083, 3, 7948, 2, 17059, 2, 3, 2795, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 5814, 2795, 2, 2533, 2, 9890, 6469, 6, 3, 9890, 3, 2, 10338, 21025, 2, 5814, 23110, 2, 3, 2795, 3, 2, 13400, 15042, 5345, 2, 5, 1, 0, 0, 0, 0, 0]"
192,"[3, 2, 14709, 7184, 6725, 17657, 3, 2, 1757, 2, 2533, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 3, 2, 2533, 10458, 2044, 3, 2, 2533, 1757, 20000, 15042, 3, 2, 3700, 20447, 2, 2533, 5, 3, 17059, 14601, 2, 9890, 1757, 3, 12095, 2, 1757, 24832, 2044, 3, 2, 1757, 2, 2533, 18352, 6, 3, 9890, 12681, 14601, 2, 12377, 1]","[3, 2, 14709, 7184, 6725, 17657, 12681, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2, 1757, 2, 2533, 18352, 6, 3, 9890, 12681, 3, 2, 2533, 10458, 2, 21325, 3, 2, 2533, 1757, 5814, 27616, 2, 21325, 3, 2, 3700, 20447, 2, 2795, 3, 2795, 3, 5814, 2044, 10338, 2, 2795, 21325, 3, 7948, 5345, 1]"
193,"[3, 12095, 25157, 7948, 3, 5814, 6588, 2, 3, 25610, 19473, 2044, 8194, 2, 6588, 2, 5814, 21302, 2, 3, 2795, 25157, 15042, 3, 2, 2044, 10338, 2, 1757, 1757, 3, 12095, 2, 1757, 24832, 2044, 6, 3, 9890, 3, 2, 21044, 2, 2044, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 14709, 3, 14391, 2, 12377, 6469, 3, 18737, 6609, 1757, 2, 1]","[3, 2, 2533, 25157, 7948, 12681, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 2795, 2, 2044, 2, 7948, 2, 21302, 2, 3, 2795, 3, 3700, 5814, 2044, 2, 7184, 2, 6469, 3, 2, 14709, 21044, 2, 21302, 25083, 6, 3, 9890, 3, 6725, 17657, 2, 15042, 3, 26798, 2, 8194, 6588, 3, 2795, 3, 2, 1]"
194,"[3, 2, 14709, 6588, 2, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 3, 26798, 6588, 2, 9890, 3, 2, 2533, 2, 14142, 6725, 3, 5814, 2, 21025, 6469, 5, 3, 2044, 2, 22123, 2, 3, 3700, 5814, 2044, 2, 22123, 8724, 3, 26672, 2, 17674, 2, 16811, 27616, 2795, 6, 3, 9890, 3, 14142, 3, 7948, 6609, 1]","[3, 2, 14709, 6588, 2, 12681, 3, 2, 10458, 8452, 2, 6469, 8724, 13400, 28232, 25083, 3, 7948, 2, 17059, 2, 3, 2795, 3, 2, 2044, 10338, 2, 2795, 6469, 3, 5814, 2795, 2, 2533, 2, 9890, 6469, 6, 3, 9890, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 3, 25157, 10458, 2533, 3, 2795, 3, 6725, 23912, 5814, 9890, 1]"
195,"[3, 21025, 2, 12095, 3, 2, 2044, 10338, 2, 2533, 2, 6, 3, 9890, 3, 26798, 6588, 2, 9890, 3, 2, 2533, 2, 12095, 15042, 5345, 2, 5, 3, 19229, 2, 12377, 3, 3700, 10458, 2533, 8194, 6609, 14601, 16624, 15042, 5345, 2, 6, 3, 9890, 3, 2, 10458, 10338, 3, 2, 2533, 7948, 2, 2533, 15042, 5345, 2, 5, 3, 2044, 2, 1]","[3, 2, 2044, 2, 12095, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 6588, 3700, 2, 2795, 9890, 2, 3, 2795, 3, 2, 10338, 2, 31585, 2, 6, 3, 9890, 3, 2, 17238, 6609, 17657, 2, 1757, 8194, 3, 2, 16811, 13400, 2, 5814, 21302, 2, 6469, 3, 2795, 3, 6725, 23912, 5814, 9890, 3, 2, 2795, 10458, 22682, 5345, 2, 1]"
196,"[3, 2, 19229, 7184, 5814, 17657, 3, 7948, 2, 2044, 15517, 15042, 3, 17059, 14601, 2, 9890, 6, 3, 9890, 3, 6725, 2, 1757, 21044, 3, 6469, 2, 6725, 2, 5, 3, 21025, 2, 7184, 2, 6, 3, 9890, 3, 2044, 2, 22123, 2, 3, 2, 3700, 6469, 7184, 2, 5, 3, 17059, 14601, 2, 8194, 2, 3, 2, 10338, 2795, 2, 6609, 1]","[3, 2, 19229, 7184, 5814, 17657, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 3, 2795, 3, 5814, 2795, 2, 2533, 2, 9890, 6469, 6, 3, 9890, 12681, 21044, 2, 7184, 2, 8724, 3, 2, 2795, 10458, 6652, 1757, 3, 2795, 3, 2, 27616, 20447, 15042, 3, 6469, 9890, 2, 1]"
197,"[3, 14982, 19229, 2, 25752, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 17674, 2, 2044, 2, 3, 2, 6652, 7948, 7184, 5, 3, 2, 2044, 10338, 2, 2533, 2, 3, 12095, 25157, 7948, 6, 3, 9890, 3, 2, 10458, 10338, 3, 25945, 5814, 22682, 5345, 2, 3, 2, 2533, 15517, 1]","[3, 2, 1757, 19229, 2, 25752, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 3, 2795, 3, 12095, 25157, 10338, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 17674, 2, 2044, 2, 3, 2795, 3, 2, 10458, 10338, 3, 7948, 2, 8452, 2, 2533, 15042, 5345, 2, 1]"
198,"[3, 19229, 5814, 2044, 2, 22123, 17657, 22581, 18632, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 3, 2, 2533, 10458, 2044, 8724, 2, 17238, 22682, 3, 2795, 2, 3, 10458, 10338, 2, 5, 3, 2044, 2, 22123, 2, 3, 12377, 6469, 2, 2533, 6652, 6725, 7184, 2, 6, 3, 9890, 3, 2, 10338, 21025, 2, 5814, 23110, 1]","[3, 2, 1757, 5814, 2044, 2, 22123, 17657, 22581, 18632, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 3, 2795, 3, 12095, 2, 1757, 24832, 2044, 6469, 3, 6588, 2, 20000, 6, 3, 9890, 3, 2, 2533, 10458, 2044, 3, 21044, 20447, 15042, 5345, 2, 3, 2795, 3, 6725, 13400, 1]"
199,"[3, 25644, 2, 25752, 7184, 2, 3, 12377, 6469, 2, 2533, 2, 7184, 3, 2044, 2, 22123, 2, 3, 21025, 2, 7184, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 21025, 2, 5814, 23110, 2, 5, 3, 17059, 14601, 2, 9890, 1757, 3, 12095, 2, 1757, 24832, 2044, 3, 8194, 13400, 2, 23110, 6, 3, 9890, 12681, 14601, 2, 1]","[3, 2, 3700, 2, 25752, 7184, 2, 3, 12377, 6469, 2, 2533, 2, 7184, 12681, 3, 21025, 2, 9890, 2, 3, 8194, 13400, 2, 12377, 2, 6, 3, 9890, 3, 2, 10338, 21025, 2, 5814, 23110, 2, 3, 2795, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 3, 25157, 10458, 2533, 3, 5814, 6588, 2, 3, 2, 7948, 7184, 21302, 1]"
200,"[3, 2, 19229, 5345, 18737, 3, 21025, 2, 7184, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 5814, 2044, 10338, 2, 2044, 2, 5, 3, 2, 2044, 10338, 2, 2044, 12681, 2, 7948, 6609, 6588, 2, 15042, 5345, 2, 12681, 3, 2, 2533, 20000, 2, 2533, 21325, 6, 3, 9890, 3, 14142, 3, 2044, 2, 22123, 2, 3, 3700, 5814, 2044, 1]","[3, 2, 19229, 5345, 18737, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 6, 3, 9890, 3, 5814, 2044, 10338, 2, 2044, 2, 3, 2795, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 21025, 2, 5814, 23110, 2, 3, 5814, 6588, 2, 3, 14142, 12377, 9592, 8452, 2, 3, 2, 2533, 20000, 2, 5, 1, 0, 0, 0, 0]"
201,"[3, 2044, 2, 26672, 18352, 14982, 6588, 2, 3, 19414, 2, 5814, 3700, 2, 2533, 3, 7948, 2, 2044, 15517, 15042, 3, 18352, 2, 2044, 6, 3, 9890, 3, 2, 27616, 20447, 15042, 3, 6469, 9890, 2, 2044, 3, 25157, 10458, 2533, 5, 3, 2, 1757, 6652, 18352, 6609, 9890, 3, 2044, 2, 2795, 2, 2533, 15042, 6, 3, 9890, 3, 2, 2795, 1]","[3, 2, 26672, 18352, 14982, 6588, 2, 3, 19414, 2, 5814, 3700, 2, 2533, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 6, 3, 9890, 3, 6725, 13400, 2, 3700, 15042, 3, 2, 2533, 10458, 2044, 2, 3, 2, 2533, 28232, 2, 3, 2, 2795, 6588, 2, 6725, 29812, 3, 1]"
202,"[12681, 3700, 2, 2795, 6588, 12095, 3, 5814, 6588, 2, 3, 2, 1757, 6588, 2, 3, 3700, 5814, 2044, 2, 8194, 2, 6, 3, 9890, 3, 2, 27616, 20447, 15042, 3, 6469, 9890, 2, 2044, 8724, 13400, 28232, 2795, 3, 5814, 6588, 2, 3, 7948, 2, 17059, 2, 5, 3, 6469, 9890, 2, 2044, 3, 2, 3700, 7184, 6652, 2, 2795, 2, 6, 1]","[3, 2, 3700, 2, 2795, 6588, 12095, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 10338, 2795, 2, 6609, 17238, 2795, 14982, 6588, 2, 31585, 2, 3, 2795, 3, 6469, 9890, 2, 2044, 2, 3700, 7184, 6652, 2, 2795, 25752, 22141, 2, 31585, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 21025, 2, 5814, 12095, 2, 3, 1]"
203,"[3, 2, 17148, 5814, 2795, 6588, 2, 8194, 2, 3, 5814, 18737, 12095, 3, 12377, 6469, 2, 2533, 6652, 6725, 8194, 2, 6, 3, 9890, 3, 14142, 10458, 2533, 2, 2795, 6588, 2, 8194, 2, 5, 3, 3700, 5814, 2044, 2, 8194, 8724, 3, 26672, 2, 17674, 2, 16811, 27616, 2795, 6, 3, 9890, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 1]","[3, 2, 17148, 5814, 2795, 6588, 2, 8194, 2, 3, 5814, 18737, 12095, 12681, 3, 3700, 5814, 2044, 2, 9890, 2, 3, 13400, 2, 3700, 14601, 29812, 12377, 2, 6, 3, 9890, 3, 14142, 10458, 2533, 2, 2795, 6588, 2, 8194, 2, 3, 2795, 3, 14142, 3, 2, 17238, 2, 17238, 22682, 3, 5814, 6588, 2, 3, 2, 17674, 2, 2795, 2, 3, 1]"
204,"[3, 10338, 2, 17059, 18, 2, 19229, 5345, 18737, 3, 7948, 2, 2044, 15517, 15042, 3, 18352, 2, 2044, 6, 3, 9890, 3, 1757, 2, 2044, 3, 7184, 3700, 2, 9890, 3, 2, 2533, 10458, 2044, 3, 2, 2795, 10458, 22682, 2, 5, 3, 2, 1757, 6652, 18352, 6609, 7184, 2, 6, 3, 9890, 3, 2795, 9890, 2, 20000, 3, 2, 2533, 10458, 1]","[3, 2, 2044, 2, 17059, 18, 2, 19229, 5345, 18737, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 2, 1757, 6652, 18352, 6609, 31585, 2, 6, 3, 9890, 3, 2, 2533, 10458, 2044, 3, 2, 2533, 10458, 13400, 16624, 15042, 3, 2795, 3, 6725, 13400, 2, 3700, 15042, 3, 6469, 9890, 2, 2044, 8724, 13400, 28232, 2795, 3, 8194, 3, 8194, 10458, 1]"
205,"[3, 2, 22123, 3, 5814, 6588, 2, 8724, 17674, 18737, 3, 7948, 2, 2044, 15517, 15042, 3, 2, 10458, 10338, 6, 3, 9890, 3, 26798, 6588, 2, 9890, 12681, 3700, 2, 22682, 8724, 17674, 18737, 2, 5, 3, 19229, 2, 23110, 2, 6, 3, 9890, 12681, 14601, 2, 12377, 6469, 3, 2, 10338, 21025, 2, 5814, 23110, 2, 3, 5814, 6588, 2, 3, 1]","[3, 2, 22123, 12681, 3, 2, 2044, 10338, 2, 1757, 2, 3, 21025, 2, 31585, 2, 6, 3, 9890, 3, 26798, 6588, 2, 9890, 12681, 3700, 2, 22682, 8724, 17674, 18737, 2, 3, 2795, 3, 14142, 3700, 5814, 2044, 2, 22123, 8724, 3, 26672, 2, 17674, 2, 16811, 27616, 2795, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,"[3, 21325, 6652, 29812, 17674, 31545, 2533, 2, 3, 2, 1757, 2, 3, 2, 10458, 10338, 3, 2, 17059, 16811, 22682, 6, 3, 9890, 3, 5814, 16811, 17674, 2, 9890, 3, 2, 3700, 6469, 8194, 2, 5, 3, 2044, 2, 22123, 2, 3, 3700, 5814, 2044, 2, 8194, 2, 8724, 3, 26672, 2, 17674, 2, 16811, 27616, 2795, 6, 3, 9890, 3, 26798, 1]","[3, 2, 2795, 6652, 29812, 17674, 31545, 2533, 2, 3, 2, 1757, 2, 12681, 3, 2, 10458, 8452, 2, 6469, 8724, 13400, 28232, 25083, 3, 7948, 2, 17059, 2, 6, 3, 9890, 3, 2, 3700, 6469, 8194, 2, 3, 2795, 3, 14142, 7948, 6609, 9890, 6469, 17657, 9890, 3, 2, 10338, 2, 13400, 16624, 15042, 3, 1757, 5814, 3700, 5, 1, 0, 0, 0]"
