,Unnamed: 0,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
327,327,"[3, 3, 3, 3, 3, 3, 3, 3]",2023-10-13,1,69,0,0,0
328,328,"[3, 3]",2023-10-13,5,26,0,0,0
329,329,"[3, 3, 3, 3]",2023-10-11,4,35,0,0,0
330,330,"[3, 3, 3, 3]",2023-10-06,5,40,0,0,0
331,331,"[3, 3]",2023-09-22,5,24,0,0,0
332,332,"[3, 3, 3]",2023-09-27,5,27,0,0,0
333,333,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2023-09-19,5,100,0,0,0
334,334,"[3, 3, 3, 3]",2023-09-03,5,44,0,0,0
335,335,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2023-08-17,5,176,0,0,0
336,336,"[3, 3, 3]",2023-08-06,5,32,1,0,0
337,337,"[3, 3, 3, 328]",2023-08-04,5,33,0,0,0
338,338,"[3, 3]",2023-07-31,1,22,0,0,0
339,339,"[3, 3, 3, 3, 3, 3, 3]",2023-07-18,2,62,0,0,0
340,340,"[3, 3, 3, 3, 3, 3, 3]",2023-07-04,5,63,0,0,0
341,341,"[3, 3, 3, 3, 3, 3]",2023-06-26,4,61,0,0,0
342,342,"[3, 3, 3, 3]",2023-06-13,4,42,0,0,0
343,343,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2023-05-19,5,93,1,0,0
344,344,"[3, 3, 3, 3, 3]",2023-05-15,4,51,0,0,0
345,345,"[3, 3, 3, 3, 3, 3]",2023-05-06,5,42,1,0,0
346,346,"[3, 3, 3, 3]",2023-05-01,5,34,0,0,0
347,347,"[3, 3, 3, 3, 3]",2023-04-20,5,50,0,0,0
348,348,"[3, 3]",2023-03-21,5,26,0,0,0
349,349,"[3, 3, 3, 3, 3]",2023-03-18,5,54,0,0,0
350,350,"[3, 3, 3]",2023-03-13,1,35,0,0,0
351,351,"[3, 3, 3, 3]",2023-03-02,3,44,0,0,0
352,352,"[3, 3, 3, 3]",2023-02-07,2,37,0,0,0
353,353,"[3, 3, 3, 3, 3]",2023-02-06,5,34,0,0,0
354,354,"[3, 3, 3, 3, 3, 3, 3, 3]",2023-02-02,3,69,0,0,0
355,355,"[3, 3, 3]",2023-01-27,5,36,0,0,0
356,356,"[3, 3, 3, 3, 3, 3, 3, 3]",2023-01-25,4,75,0,0,0
357,357,"[3, 3, 3, 3, 3, 3, 43]",2023-01-18,2,66,0,0,0
358,358,"[3, 3]",2023-01-13,5,27,0,0,0
359,359,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2022-12-21,5,156,0,0,0
360,360,"[3, 3, 3, 3, 3]",2023-01-10,2,43,1,0,0
361,361,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2022-12-06,5,129,0,0,0
362,362,"[3, 3, 3, 3, 3, 3]",2022-12-15,3,57,0,0,0
363,363,"[3, 3, 3, 3, 3, 3, 3]",2022-11-30,5,65,0,0,0
364,364,"[3, 3, 3, 3, 3]",2022-11-22,3,50,1,0,0
365,365,"[3, 3]",2022-11-02,5,14,1,0,0
366,366,"[3, 3]",2022-10-12,5,23,0,0,0
367,367,"[3, 3, 3, 3, 3, 3]",2022-10-10,5,53,0,0,0
368,368,"[3, 3, 3]",2022-10-04,5,35,0,0,0
369,369,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-08-30,5,346,0,0,0
370,370,"[3, 3, 3, 3]",2024-10-10,5,40,0,0,0
371,371,"[3, 3, 3, 3, 3]",2024-10-10,5,34,0,0,0
372,372,"[3, 3, 3, 3, 3, 3]",2024-10-10,2,44,0,0,0
373,373,"[3, 3, 3]",2024-10-10,5,20,0,0,0
374,374,"[3, 328, 3, 3, 328, 3]",2024-10-09,5,29,0,0,0
375,375,"[3, 3, 328, 3, 3]",2024-10-09,5,30,1,0,0
376,376,"[3, 3]",2024-10-09,5,14,0,0,0
377,377,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-08,5,68,0,0,0
378,378,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-08,5,88,0,0,0
379,379,[3],2024-10-06,5,3,0,0,0
380,380,"[3, 3]",2024-10-06,5,17,0,0,0
381,381,"[3, 3, 328, 3, 3]",2024-10-06,5,31,0,0,0
382,382,"[3, 3]",2024-10-06,5,11,0,0,0
383,383,"[3, 3, 328, 3, 3, 3]",2024-10-06,5,47,0,0,0
384,384,"[3, 3, 3]",2024-10-06,5,27,0,0,0
385,385,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-06,1,90,0,0,0
386,386,"[3, 3, 328, 3, 3]",2024-10-06,5,36,0,0,0
387,387,"[3, 3]",2024-10-06,5,12,0,0,0
388,388,"[3, 3, 3, 3]",2024-10-06,3,26,0,0,0
389,389,"[3, 3, 3, 3]",2024-10-06,3,32,0,0,0
390,390,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-05,5,103,1,0,0
391,391,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-05,1,165,1,0,0
392,392,"[3, 3, 3, 3, 3, 3, 3]",2024-10-04,3,47,0,0,0
393,393,"[3, 3, 3, 3, 3, 3, 3]",2024-10-03,4,55,0,0,0
394,394,"[3, 3, 3, 3, 3]",2024-10-02,5,41,0,0,0
395,395,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-01,2,112,1,0,0
396,396,"[3, 3]",2024-10-01,5,11,0,0,0
397,397,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 328, 328]",2024-10-01,1,198,1,0,0
398,398,"[3, 3]",2024-09-30,5,14,0,0,0
399,399,"[3, 3, 3, 3, 3]",2024-09-28,4,39,0,0,0
400,400,"[3, 3, 3, 3, 3, 3]",2024-09-28,5,47,0,0,0
401,401,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-28,3,125,1,0,0
402,402,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 116]",2024-09-28,5,71,0,0,0
403,403,"[3, 3, 328, 3, 3, 3, 3, 3, 3, 328, 3, 328]",2024-09-28,5,66,0,0,0
404,404,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-09-28,2,56,0,0,0
405,405,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-27,5,55,0,0,0
406,406,"[3, 3, 3, 3, 3, 3, 3]",2024-09-27,5,55,0,0,0
407,407,"[3, 3]",2024-09-27,4,26,0,0,0
408,408,[3],2024-09-26,5,10,1,0,0
409,409,"[3, 3, 3, 3, 3]",2024-09-26,5,32,0,0,0
410,410,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",2024-09-24,2,169,0,0,0
411,411,"[3, 3]",2024-09-24,2,11,0,0,0
412,412,"[3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-25,1,100,1,0,0
413,413,"[3, 3, 3, 3, 3]",2024-09-22,5,38,0,0,0
414,414,"[3, 3, 3, 3, 3]",2024-09-22,4,37,0,0,0
415,415,"[3, 3, 3, 3, 3]",2024-09-22,3,48,0,0,0
416,416,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-21,1,138,0,0,0
417,417,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-21,4,95,0,0,0
418,418,"[3, 3, 3, 3, 3]",2024-09-21,2,26,0,0,0
419,419,"[3, 3, 3, 3]",2024-09-21,1,25,0,0,0
420,420,"[3, 3, 328]",2024-09-21,5,15,0,0,0
421,421,"[3, 3]",2024-09-19,5,13,1,0,0
422,422,[3],2024-09-19,5,6,0,0,0
423,423,"[3, 3, 3]",2024-09-18,2,16,0,0,0
424,424,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-17,3,102,0,0,0
425,425,"[3, 3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 328]",2024-09-17,5,79,0,0,0
426,426,"[3, 3, 3, 3]",2024-09-16,3,37,0,0,0
427,427,[3],2024-09-16,4,1,0,0,0
428,428,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 12, 3, 3, 3, 3, 3, 3, 3]",2024-09-13,4,160,0,0,0
429,429,"[3, 3, 3]",2024-09-13,5,22,0,0,0
430,430,"[3, 3, 3]",2024-09-12,5,19,0,0,0
431,431,"[3, 3]",2024-09-10,3,14,0,0,0
432,432,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-10,1,170,0,0,0
433,433,[3],2024-09-09,5,10,0,0,0
434,434,"[3, 3, 3, 3]",2024-09-09,5,28,0,0,0
435,435,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 328]",2024-09-09,4,98,0,0,0
436,436,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-09,1,207,0,0,0
437,437,[3],2024-09-08,5,5,0,0,0
438,438,[3],2024-09-08,5,12,1,0,0
439,439,[3],2024-09-06,5,9,0,0,0
440,440,"[3, 3]",2024-09-06,5,18,0,0,0
441,441,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-09-05,1,57,0,0,0
442,442,"[3, 3]",2024-09-03,5,12,0,0,0
443,443,"[3, 3]",2024-08-29,2,12,0,0,0
444,444,[3],2024-08-28,5,3,0,0,0
445,445,"[245, 3, 3]",2024-08-26,5,15,0,0,0
446,446,"[3, 3, 3, 3]",2024-08-26,5,25,0,0,0
447,447,"[3, 3, 3, 3, 3]",2024-08-25,4,34,0,0,0
448,448,"[3, 3, 3, 3, 3, 3, 3]",2024-08-25,5,48,0,0,0
449,449,"[3, 3, 3, 3, 3]",2024-08-24,5,40,0,0,0
450,450,"[3, 3, 3, 3, 3, 3, 3, 328, 328, 328]",2024-08-23,5,63,0,0,0
451,451,[3],2024-08-22,5,7,0,0,0
452,452,"[3, 3, 3, 3]",2024-08-22,3,20,0,0,0
453,453,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-08-22,4,62,0,0,0
454,454,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-08-20,1,50,0,0,0
455,455,"[3, 3, 3, 3, 3, 3]",2024-08-19,5,61,0,0,0
456,456,"[3, 3, 3, 3]",2024-08-18,5,34,0,0,0
457,457,"[3, 3, 3, 3, 3]",2024-08-18,2,38,0,0,0
458,458,"[3, 3, 3]",2024-08-16,4,33,0,0,0
459,459,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-08-15,3,62,0,0,0
460,460,"[3, 3, 3, 3, 3, 3]",2024-08-15,5,40,0,0,0
461,461,"[3, 328, 328, 328, 328, 328, 328, 328, 328, 328, 328, 3, 3]",2024-08-15,1,31,0,0,0
462,462,"[3, 3, 3, 3, 3, 3, 3, 3, 328]",2024-10-10,5,58,0,1,0
463,463,"[3, 3]",2024-10-10,4,17,0,1,0
464,464,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 3, 3, 3]",2024-10-09,5,100,1,1,0
465,465,"[3, 3]",2024-10-09,5,17,0,1,0
466,466,"[3, 1749, 3, 3, 3, 3, 3]",2024-10-09,1,48,0,1,0
467,467,"[3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 3]",2024-10-08,5,78,0,1,0
468,468,"[3, 3, 3]",2024-10-07,5,20,0,1,0
469,469,"[3, 3, 3, 3, 3]",2024-10-07,5,41,0,1,0
470,470,"[3, 3, 328, 3, 3]",2024-10-07,5,35,0,1,0
471,471,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-10-06,5,79,0,1,0
472,472,"[3, 3, 3, 3, 3, 3, 3, 43026]",2024-10-04,5,57,0,1,0
473,473,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1749, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-03,5,132,0,1,0
474,474,"[3, 3, 3, 3, 3]",2024-10-03,5,44,0,1,0
475,475,"[3, 1866, 3, 3, 3083, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-02,5,85,0,1,0
476,476,"[3, 3]",2024-10-01,5,27,0,1,0
477,477,"[3, 3, 3, 3, 3]",2024-09-30,5,41,0,1,0
478,478,"[3, 3]",2024-09-30,1,21,0,1,0
479,479,"[3, 3818, 3, 3, 3818, 3, 3, 3, 3761, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 246, 3, 3, 3]",2024-09-29,3,239,0,1,0
480,480,"[3, 3]",2024-09-28,5,18,1,1,0
481,481,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-09-26,5,59,0,1,0
482,482,"[3, 3]",2024-09-17,5,14,0,1,0
483,483,"[3, 3, 3]",2024-09-15,5,24,0,1,0
484,484,"[3, 3, 3]",2024-09-14,5,30,0,1,0
485,485,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-14,5,122,0,1,0
486,486,[3],2024-09-14,5,5,0,1,0
487,487,[3],2024-09-14,5,5,0,1,0
488,488,"[3, 3, 6750, 3, 3083, 3, 3, 28799, 3]",2024-09-03,5,54,0,1,0
489,489,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 328]",2024-08-30,5,107,0,1,0
490,490,"[3, 3]",2024-08-27,5,22,0,1,0
491,491,"[3, 1866]",2024-08-26,5,13,0,1,0
492,492,"[3, 328, 3, 3, 3, 3, 328]",2024-08-22,5,40,0,1,0
493,493,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16218, 3, 2466, 3, 5677, 3, 3, 3, 43026, 3, 3, 3, 3, 3, 3, 3, 3, 43, 3, 3, 6, 3, 3]",2024-08-19,5,224,1,1,0
494,494,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-08-13,1,80,1,1,0
495,495,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-08-13,5,118,0,1,0
496,496,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-08-13,5,76,0,1,0
497,497,"[3, 3, 3, 3, 28490, 3]",2024-07-24,5,45,1,1,0
498,498,"[3, 3, 3305, 3, 3, 328]",2024-07-15,5,39,0,1,0
499,499,"[3, 3, 3, 3]",2024-07-07,5,34,0,1,0
500,500,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 734, 3, 3]",2024-06-23,1,378,0,1,0
501,501,"[3, 3, 3305, 3, 3714, 3, 3, 3, 1749, 3, 176, 3, 734, 3, 3, 3, 3, 49519, 3, 17809, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-06-03,5,243,0,1,0
502,502,"[3, 3, 3, 3, 3]",2024-06-02,4,44,0,1,0
503,503,[3],2024-05-23,4,4,0,1,0
504,504,"[3, 3, 3, 246, 3, 3, 3, 3, 3, 462, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-05-22,3,230,0,1,0
505,505,[3],2024-05-17,5,1,0,1,0
506,506,"[3, 3, 3, 3, 12, 3, 3, 3, 3, 3, 3, 3, 3]",2024-05-15,5,111,0,1,0
507,507,"[3, 3]",2024-05-06,5,15,0,1,0
508,508,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-05-01,1,175,0,1,0
509,509,"[3, 3, 3, 3, 16218, 3, 3, 3, 3, 3, 29, 3, 4]",2024-04-21,4,72,0,1,0
510,510,"[3, 3, 3, 3, 3, 3, 3]",2024-04-20,5,56,0,1,0
511,511,"[3, 3, 3, 3, 3, 3, 3]",2024-04-20,5,56,0,1,0
512,512,"[3, 3, 3, 3, 3, 3, 3]",2024-04-20,5,56,0,1,0
513,513,[3],2024-04-20,5,9,0,1,0
514,514,"[3, 3, 3, 3, 3, 3]",2024-04-09,5,48,0,1,0
515,515,[3],2024-03-31,3,11,0,1,0
516,516,"[3, 3]",2024-03-30,4,9,0,1,0
517,517,"[3, 3]",2024-03-16,5,26,0,1,0
518,518,"[3, 3, 3]",2024-03-13,5,30,1,1,0
519,519,"[3, 3]",2024-03-02,5,11,0,1,0
520,520,"[3, 3, 3, 3, 3, 3]",2024-03-01,5,62,0,1,0
521,521,"[3, 3, 3, 3, 3, 328]",2024-03-01,5,47,0,1,0
522,522,"[3, 3, 3, 3]",2024-02-23,5,33,0,1,0
523,523,"[3, 3, 3]",2024-02-14,5,36,0,1,0
524,524,"[3, 3]",2024-02-07,1,29,0,1,0
525,525,"[3, 3, 3]",2024-02-07,3,36,0,1,0
526,526,"[3, 3]",2024-01-28,4,27,0,1,0
527,527,"[3, 3, 3]",2024-01-22,5,33,0,1,0
528,528,"[3, 3, 3, 3, 3, 3, 3, 328]",2024-01-20,5,71,0,1,0
529,529,"[3, 3, 3]",2023-12-25,5,34,0,1,0
530,530,[3],2023-12-06,5,15,0,1,0
531,531,"[3, 3, 3]",2023-11-29,5,32,1,1,0
532,532,"[3, 3, 3, 3, 3, 3, 328, 3]",2023-11-23,5,73,0,1,0
533,533,"[3, 3, 3, 3, 3, 30664, 3]",2023-11-14,5,61,1,1,0
534,534,"[3, 3, 3]",2023-11-08,5,36,0,1,0
535,535,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2023-09-29,5,88,0,1,0
536,536,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2023-09-09,5,87,0,1,0
537,537,"[3, 3, 3, 3, 328]",2024-10-10,5,30,0,0,0
538,538,"[3, 3, 3]",2024-10-10,5,24,0,0,0
539,539,"[3, 3, 3, 3, 3, 3]",2024-10-09,4,58,0,0,0
540,540,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-09,5,71,0,0,0
541,541,"[3, 3, 3, 3, 3]",2024-10-09,5,42,0,0,0
542,542,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 246, 3]",2024-10-09,3,160,0,0,0
543,543,"[3, 3]",2024-10-08,5,15,0,0,0
544,544,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-07,5,116,0,0,0
545,545,"[3, 3, 3, 3, 3]",2024-10-07,4,51,1,0,0
546,546,"[3, 3, 3]",2024-10-07,4,31,0,0,0
547,547,[3],2024-10-07,5,7,0,0,0
548,548,[3],2024-10-07,4,4,0,0,0
549,549,"[3, 3, 3, 3, 3, 3]",2024-10-07,4,44,0,0,0
550,550,"[3, 3, 3, 3]",2024-10-06,5,34,0,0,0
551,551,[3],2024-10-06,5,8,0,0,0
552,552,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-06,5,110,0,0,0
553,553,"[3, 3]",2024-10-06,5,16,0,0,0
554,554,"[3, 3, 3]",2024-10-05,5,28,0,0,0
555,555,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-05,4,70,0,0,0
556,556,"[3, 3, 3]",2024-10-05,5,25,0,0,0
557,557,"[3, 3, 3, 3, 3, 3, 3]",2024-10-05,5,62,0,0,0
558,558,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-10-05,5,66,1,0,0
559,559,[3],2024-10-04,5,10,0,0,0
560,560,"[3, 3, 3, 3, 3, 3]",2024-10-04,5,46,0,0,0
561,561,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-10-04,5,203,0,0,0
562,562,"[3, 3, 3, 3, 3]",2024-10-04,5,52,0,0,0
563,563,"[3, 3, 3, 3, 3, 3, 3]",2024-10-04,5,62,0,0,0
564,564,"[3, 3, 3, 3, 3]",2024-10-04,5,33,0,0,0
565,565,[3],2024-10-04,5,2,0,0,0
566,566,[3],2024-10-03,5,4,0,0,0
567,567,"[3, 3, 3, 3, 3]",2024-10-03,5,34,0,0,0
568,568,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 6, 3, 3, 734, 3, 3]",2024-10-03,4,371,0,0,0
569,569,[3],2024-10-02,5,7,0,0,0
570,570,"[3, 3, 3, 3]",2024-10-02,5,26,0,0,0
571,571,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 17220, 3, 3]",2024-09-30,5,371,0,0,0
572,572,"[3, 3, 3]",2024-09-30,5,34,0,0,0
573,573,"[3, 3, 3]",2024-09-29,5,13,0,0,0
574,574,"[3, 3, 328, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-29,5,196,0,0,0
575,575,"[3, 3, 3]",2024-09-29,5,34,0,0,0
576,576,"[3, 3, 3, 3, 3, 3]",2024-09-29,5,51,0,0,0
577,577,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-29,2,94,0,0,0
578,578,"[3, 3, 3, 3, 3, 3, 3, 3]",2024-09-28,5,63,0,0,0
579,579,"[3, 3]",2024-10-04,5,15,0,0,0
580,580,"[3, 3, 3]",2024-09-26,5,23,0,0,0
581,581,"[3, 3, 3, 3]",2024-09-25,3,25,0,0,0
582,582,"[3, 3, 3, 3, 3]",2024-09-25,5,36,0,0,0
583,583,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-25,5,113,0,0,0
584,584,"[3, 3, 406, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-23,5,110,0,0,0
585,585,[3],2024-09-23,5,4,0,0,0
586,586,[3],2024-09-22,5,16,0,0,0
587,587,"[3, 3, 3, 3, 328]",2024-09-22,5,31,0,0,0
588,588,"[3, 3, 3, 3]",2024-09-22,5,33,0,0,0
589,589,[3],2024-09-22,5,5,0,0,0
590,590,"[3, 3]",2024-09-21,4,28,0,0,0
591,591,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",2024-09-20,1,162,0,0,0
592,592,"[3, 3, 3, 3]",2024-09-20,5,28,0,0,0
593,593,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-20,1,102,0,0,0
594,594,"[3, 3, 3]",2024-09-18,5,29,1,0,0
595,595,"[3, 3, 3, 3]",2024-09-18,5,38,0,0,0
596,596,"[3, 3, 3, 3, 3, 3, 3, 3, 328, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 17220, 3]",2024-09-17,5,165,0,0,0
597,597,"[3, 3, 3, 3]",2024-09-17,5,28,0,0,0
598,598,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-16,5,345,1,0,0
599,599,"[3, 3, 3, 3]",2024-09-16,5,26,0,0,0
600,600,"[3, 3, 3, 3]",2024-09-16,5,34,0,0,0
601,601,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-16,5,92,0,0,0
602,602,"[3, 3, 3, 3, 3, 3]",2024-09-16,5,46,0,0,0
603,603,"[3, 3, 3, 3, 3, 3]",2024-09-16,5,49,0,0,0
604,604,"[3, 176, 3, 3, 3, 3, 3, 3, 328]",2024-09-15,1,51,0,0,0
605,605,"[3, 3, 3]",2024-09-15,5,22,0,0,0
606,606,"[3, 3, 3, 17220, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7586, 3, 3, 328, 328, 328, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 43, 43]",2024-09-15,5,227,0,0,0
607,607,"[3, 3, 3, 3, 3, 3]",2024-09-14,5,41,0,0,0
608,608,"[3, 3, 3, 3, 3]",2024-09-14,5,57,0,0,0
609,609,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-14,4,209,0,0,0
610,610,"[3, 3, 3]",2024-09-14,5,22,0,0,0
611,611,"[3, 3, 3, 3, 3, 3, 3]",2024-09-14,5,67,0,0,0
612,612,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-13,3,137,0,0,0
613,613,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-13,4,81,0,0,0
614,614,"[3, 3, 3, 3, 3, 3]",2024-09-13,5,39,1,0,0
615,615,"[3, 3, 3]",2024-09-13,5,24,0,0,0
616,616,"[3, 3, 3]",2024-09-12,5,22,0,0,0
617,617,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-12,5,116,0,0,0
618,618,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-12,5,95,0,0,0
619,619,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-12,5,87,0,0,0
620,620,"[3, 3, 3, 3, 3, 3, 3]",2024-09-11,5,50,0,0,0
621,621,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-11,5,92,0,0,0
622,622,"[3, 3, 3, 3, 3, 3]",2024-09-11,2,39,0,0,0
623,623,"[3, 3, 3, 176, 3, 3, 3, 3, 3, 3]",2024-09-11,5,65,0,0,0
624,624,[3],2024-09-11,5,5,0,0,0
625,625,[3],2024-09-09,5,20,0,0,0
626,626,[3],2024-09-09,5,1,0,0,0
627,627,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-26,4,210,1,1,0
628,628,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-09-04,5,119,1,1,0
629,629,"[3, 3, 3, 3, 3, 3, 3, 401, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2024-08-08,5,214,1,1,0
