Unnamed: 0,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
501.0,"У МЕНЯ РАЗМЕР 44, А ЭТИ 42 МНЕ ПРЯМ ОГРОМНЫЕ, ЖДУ 40, БОЛЬШЕМЕРЯТ НА 2 РАЗМЕРА...
Вернулась- этот крой по типу ""обосрушек"", но почему то не свисают вниз, а топорщатся спереди и сзади
ОЧЕНЬ ЖАЛЬ, ЧТО НЕТ ДРУГИХ ВАРИАНТОВ ШТАНИШЕК В ТАКОМ ЦВЕТЕ😏",2024-06-03,5,243,0,1,0
502.0,"Не оригинал, но качество хорошее, рекомендую",2024-06-02,4,44,0,1,0
503.0,Норм,2024-05-23,4,4,0,1,0
504.0,"Оформила возврат. Штаны на 3 размера больше нормы. Всегда беру брюки размер L или XL, но тут пролный провал конечно.
Брюки или вообще не оригинал или проблемы с бирками размера.
А так чисто внешне выглядят не плохо. Ткань хорошая.",2024-05-22,3,230,0,1,0
505.0,👌,2024-05-17,5,1,0,1,0
506.0,"Достоинства
       Цвет, качество, посадка - все понравилось и устроило. Особенно посадка, она просто идеальна.",2024-05-15,5,111,0,1,0
507.0,Отличные штаны🔥,2024-05-06,5,15,0,1,0
508.0,"Есть подозрение на то что товар оригинальный. Заказывала три раза. И три раза приходили в бракованные брюки. На шаговом шве бугор см 4., которая не дает лечь брюкам по фигуре.",2024-05-01,1,175,0,1,0
509.0,"Брюки отличного качества, на рост 170 см р 44-46 подошел р S (оверсайз).",2024-04-21,4,72,0,1,0
510.0,"Отчличные штаны для беремняшек, взяла несколько размеров",2024-04-20,5,56,0,1,0
511.0,"Отчличные штаны для беремняшек, взяла несколько размеров",2024-04-20,5,56,0,1,0
512.0,"Отчличные штаны для беремняшек, взяла несколько размеров",2024-04-20,5,56,0,1,0
513.0,Обожаю их,2024-04-20,5,9,0,1,0
514.0,"Мягко, комфортно, свободно. Отличные штанишки,👍🏻",2024-04-09,5,48,0,1,0
515.0,Большемерит,2024-03-31,3,11,0,1,0
516.0,Не черные,2024-03-30,4,9,0,1,0
517.0,"Достоинства
       Удобные",2024-03-16,5,26,0,1,0
518.0,"Достоинства
       Всё отлично",2024-03-13,5,30,1,1,0
519.0,Все отлично,2024-03-02,5,11,0,1,0
520.0,"Достоинства
       Отличные, качество понравилось, сидят супер",2024-03-01,5,62,0,1,0
521.0,"Моя мечта сбылась, очень качественные хорошие !",2024-03-01,5,47,0,1,0
522.0,"Достоинства
       Не Взяла сдача",2024-02-23,5,33,0,1,0
523.0,"Достоинства
       Хорошего качества",2024-02-14,5,36,0,1,0
524.0,"Недостатки
       Больгемерят",2024-02-07,1,29,0,1,0
525.0,"Недостатки
       Сильно большемерят",2024-02-07,3,36,0,1,0
526.0,"Достоинства
       Качество",2024-01-28,4,27,0,1,0
527.0,"Достоинства
       Отличные штаны",2024-01-22,5,33,0,1,0
528.0,"Достоинства
       Невероятный,шмоток много,а ношу только его всю зиму!",2024-01-20,5,71,0,1,0
529.0,"Достоинства
       Продавцу ❤️❤️❤️",2023-12-25,5,34,0,1,0
530.0,Они божественны,2023-12-06,5,15,0,1,0
531.0,"Достоинства
       Супер штаны )",2023-11-29,5,32,1,1,0
532.0,"Достоинства
       Классные, уже во всех цветах купила эти брюки! Советую",2023-11-23,5,73,0,1,0
533.0,"Достоинства
       Супер брюки, оверсайз, на рост 173 подошли",2023-11-14,5,61,1,1,0
534.0,"Достоинства
       Шикарное качество",2023-11-08,5,36,0,1,0
535.0,"Достоинства
       Очень мягкие , теплые, на высокий рост, что мне однозначно подходит 😊",2023-09-29,5,88,0,1,0
536.0,"Достоинства
       Штаны класс💯
материал
пошив
высокая посадка
резинка 
на высокий рост",2023-09-09,5,87,0,1,0
537.0,Цена и качество соответствуют!,2024-10-10,5,30,0,0,0
538.0,"Отличный телефон, летает",2024-10-10,5,24,0,0,0
539.0,"понравился,только тормозит,глючит,приходится перезагружать",2024-10-09,4,58,0,0,0
540.0,"Хороший тел., покупала для бабушки. Легко использовать, соответ. харак.",2024-10-09,5,71,0,0,0
541.0,очень хороший телефон работает без проблем,2024-10-09,5,42,0,0,0
542.0,"Вроде не плохой телефон, посмотрим как будет работать с приложениями! Сколько телефонов брал, всегда с чехлом и защитным стеклом, тут без них, поэтому 3 звезды.",2024-10-09,3,160,0,0,0
543.0,телефон хороший,2024-10-08,5,15,0,0,0
544.0,Нормальный телефон. За эти деньги не ждите чего то супер. Работает и на том спасибо. Камера как на первых самсунгах.,2024-10-07,5,116,0,0,0
545.0,В целом работает но отцуствуют стандартные наушники,2024-10-07,4,51,1,0,0
546.0,"хороший, соответствует описанию",2024-10-07,4,31,0,0,0
547.0,Красиво,2024-10-07,5,7,0,0,0
548.0,Норм,2024-10-07,4,4,0,0,0
549.0,отлично_ работает все нормально.  даже бомба,2024-10-07,4,44,0,0,0
550.0,"хороший телефон, внучке понравился",2024-10-06,5,34,0,0,0
551.0,отличный,2024-10-06,5,8,0,0,0
552.0,"товар понравился, телефон классный, пока всё устраивает, посмотрим, как покажет себя в дальнейшем, рекомендую.",2024-10-06,5,110,0,0,0
553.0,Отличный телефон,2024-10-06,5,16,0,0,0
554.0,"нормальный телефон, тостоват",2024-10-05,5,28,0,0,0
555.0,"Телефон хороший, всё пришло в комплекте, целое, немного запарка с меню",2024-10-05,4,70,0,0,0
556.0,"хороший, красивый, умный.",2024-10-05,5,25,0,0,0
557.0,Телефон работает хорошо не глучит. Посмотрим сколько прослужит,2024-10-05,5,62,0,0,0
558.0,Телефон пришел хорошо упакован все работае советую мужу понравился,2024-10-05,5,66,1,0,0
559.0,Рекомендую,2024-10-04,5,10,0,0,0
560.0,"Брала ребенку, за такую цену отличный телефон.",2024-10-04,5,46,0,0,0
561.0,"Телефон средней загрузки. Ответить в ватцапе, выбрать товар на озоне и в других приложениях, ответить на звонки. Симпатичный , большой экран. Пришёл хорошо упакован, целый. Сразу включился. Муж доволен 👍",2024-10-04,5,203,0,0,0
562.0,"Достоинства
       За свои деньги,нормальный телефон",2024-10-04,5,52,0,0,0
563.0,хорошее телефон нормально работает спасибо за телефон продавец,2024-10-04,5,62,0,0,0
564.0,Для подарка купила пока нормально,2024-10-04,5,33,0,0,0
565.0,Ок,2024-10-04,5,2,0,0,0
566.0,🔥🔥👍👍,2024-10-03,5,4,0,0,0
567.0,"Хороший телефон, брала для ребёнка",2024-10-03,5,34,0,0,0
568.0,"Не самолёт, конечно, но для его 3-х гигов оперативы прям нормально. Замучился устанавливать приложения связи с  чехардой с Гуглом. После пары дней занятий танцами народов севера, я, вооружившись бубном его всё таки победил. Но не совсем. ВК так и не удалось установить, возможно, я чего-то не понимаю. 
В принципе, можно брать, но желательно при этом...  Читать полностью",2024-10-03,4,371,0,0,0
569.0,хороший,2024-10-02,5,7,0,0,0
570.0,Все работает как положенно,2024-10-02,5,26,0,0,0
571.0,"Глубоко в возможности смартфона не копал, главное что ребёнку понравился. Поверхностное изучение косяков не выявило. Достаточно шустрый. Камера на твёрдую 4. В руке лежит хорошо. Сервисы гугл донимают при первой загрузке как и в любом другом смарте, но обойти без проблем. Связь данный аппарат держит уверенно, даже в местах где мой Самсунг спасовал....  Читать полностью",2024-09-30,5,371,0,0,0
572.0,"Целый, хорошо упакован. Всё хорошо",2024-09-30,5,34,0,0,0
573.0,Не могу знать,2024-09-29,5,13,0,0,0
574.0,"Хороший аппаратик! За эти деньги   самое то. Покупал дочери в 5-ом классе, вполне достойно: уроки по дистанции в интернете, фото дз
 хорошо видно, связь хорошая поддержка всех форматав. РЕКОМЕНДУЮ",2024-09-29,5,196,0,0,0
575.0,"Достоинства
       Хороший телефон",2024-09-29,5,34,0,0,0
576.0,"Телефон отличный, качество на высоте, всё работает.",2024-09-29,5,51,0,0,0
577.0,"Уже месяц ребёнок пользуется телефоном растраивается, телефон лагает, тормозит, не тянет игры.",2024-09-29,2,94,0,0,0
578.0,Пришел аккуратно запакованный. Работает отлично для такой цены.,2024-09-28,5,63,0,0,0
579.0,хороший телефон,2024-10-04,5,15,0,0,0
580.0,"Купила папе,он доволен)",2024-09-26,5,23,0,0,0
581.0,"Купила для работы, пойдет",2024-09-25,3,25,0,0,0
582.0,"Телефон шустрый, стоить своих денег.",2024-09-25,5,36,0,0,0
583.0,"На время нормально, поломался телефон пришлось купить этот пока денег нет на дорогой. Уже месяц пользуюсь отлично",2024-09-25,5,113,0,0,0
584.0,"Покупала дочке на 7 лет) Для нее отличный вариант, очень нравится. Играет, смотрит видео, общаетмя с друзьями👍",2024-09-23,5,110,0,0,0
585.0,Норм,2024-09-23,5,4,0,0,0
586.0,Чиииинаааазеееес,2024-09-22,5,16,0,0,0
587.0,Хороший телефон за свои деньги!,2024-09-22,5,31,0,0,0
588.0,"Брала маме, работает,она довольна",2024-09-22,5,33,0,0,0
589.0,Супер,2024-09-22,5,5,0,0,0
590.0,"Достоинства
       Недорогой",2024-09-21,4,28,0,0,0
591.0,"Отвратительно . Пока не был в использовании, продавец не одобрил возврат! Через неделю просто выгнулся , стал дугой, хотя телефоном не пользовалась (есть второй).",2024-09-20,1,162,0,0,0
592.0,"Хороший телефон, ребёнок рад",2024-09-20,5,28,0,0,0
593.0,"В целом всё хорошо, но не возможность использовать интернет портить все впечатление о данном смартфоне",2024-09-20,1,102,0,0,0
594.0,Всё хорошо. Спасибо продавцу.,2024-09-18,5,29,1,0,0
595.0,Все хорошо работает отлично рекомендую,2024-09-18,5,38,0,0,0
596.0,"внимание в нём нет распознавание по лицу и отпечаткам пальца! Удобный для пожилых людей, ни чего лишнего. Можно добавить часы крупные на рабочий стол....
Рекомендую.",2024-09-17,5,165,0,0,0
597.0,"Все отлично, ребенок доволен",2024-09-17,5,28,0,0,0
598.0,"Телефончик достаточно шустрый. Фото и видео снимает хорошие, качество достойное. Покупала для сына, он доволен, единственное , что не совсем удобно- это  когда переворачиваешь горизонтально рука ложится на камеру. Все время грязная, вытирать приходится. Телефон очень даже. Игры и обучающие приложения загружает быстро. Спасибо Озону и продавцу.",2024-09-16,5,345,1,0,0
599.0,"Телефон супер,камера бомба",2024-09-16,5,26,0,0,0
600.0,"Отличный телефон,дочке понравилось",2024-09-16,5,34,0,0,0
601.0,"Покупал ребенку, ребенок очень рада телефон хороший всё летает всё работает продавца советую",2024-09-16,5,92,0,0,0
602.0,"Брали ребенку, все отлично, разобрался быстро.",2024-09-16,5,46,0,0,0
603.0,"Хороший телефон, большой экран, красивый по форме",2024-09-16,5,49,0,0,0
604.0,Купила 2 тел племяшкам. Телефоны тормозят и лагают!,2024-09-15,1,51,0,0,0
605.0,Работает все прекрасно,2024-09-15,5,22,0,0,0
606.0,"Телефон хорош, но активация конечно.... Сразу как гачала включать, язык английский, просит какой то пароль, разобралась.. Слава интернету!!! Ну а так, телефончик вполне себе за такие деньги, маме нравится, пищит от восторга))))",2024-09-15,5,227,0,0,0
607.0,"Отличный телефон.
И батарея долго держит.",2024-09-14,5,41,0,0,0
608.0,Купили на подарок. Понравился👍посмотрим сколько прослужит,2024-09-14,5,57,0,0,0
609.0,"Взяла для работы, конечно в сравнении с айфоном никакой. Чуть тупит, чуть подвисает, иногда сам по себе отключается или пароль запрашивает. А так терпимо, думала будет хуже. За такую стоимость вполне достойно.",2024-09-14,4,209,0,0,0
610.0,Пока работает исправно,2024-09-14,5,22,0,0,0
611.0,"Всё пришло хорошо упаковано,в отличном состоянии. Работает хорошо 👍",2024-09-14,5,67,0,0,0
612.0,"После моего itelсамого дешёвого этот не показывает процент зарядки, очень неудобно читать смс звонок еле слышно,Есть преимущества, изучаю",2024-09-13,3,137,0,0,0
613.0,Мне показалось что работает немножко медленнее чем старый телефон.А так все норм.,2024-09-13,4,81,0,0,0
614.0,Телефон огон просто берите не пожалеете,2024-09-13,5,39,1,0,0
615.0,Пока нормально работает.,2024-09-13,5,24,0,0,0
616.0,Классный смартфон. 🔥🔥🔥,2024-09-12,5,22,0,0,0
617.0,"Телефон в своей ценовом диапазоне,  хороший, красивый, работает хорошо,  покупала маме ей очень удобно пользоваться.",2024-09-12,5,116,0,0,0
618.0,Отличный телефон для сына школьника. Ребенок доволен. А я не сильно потратилась. Взяла за 5800.,2024-09-12,5,95,0,0,0
619.0,Хороший телефон за свои деньги. Доставка быстрая без задержек. Корбка целая не помятая.,2024-09-12,5,87,0,0,0
620.0,"Покупали телефон для мамы, все нормально, довольна",2024-09-11,5,50,0,0,0
621.0,"Отличный телефон за такие деньги, пришёл без повреждений, батарею держит, нареканий пока нет",2024-09-11,5,92,0,0,0
622.0,Нету связи и никто не может дозвониться,2024-09-11,2,39,0,0,0
623.0,"Пока пользуюсь только 2 недели,за это время ,побочек не выявлено.",2024-09-11,5,65,0,0,0
624.0,Фигня,2024-09-11,5,5,0,0,0
625.0,"Достоинства
       .",2024-09-09,5,20,0,0,0
626.0,👍,2024-09-09,5,1,0,0,0
,"В прошлый раз пришли в плотных коробках, аккуратно стояли. Было очень удобно. \nВ этот раз в пакете пришли, совсем не плотном. Нужно думать как складывать чтобы не рассыпались. \nНа фото коробка с прошлого заказа",2024-09-26,4,210,1,1,0
,"Взамен пласкового сита. Пропала горечь и запах пластмассы. Нужно чуть больше времени, пока просочится вода через пакет.",2024-09-04,5,119,1,1,0
,"Все ок, кофе пью часто. Использовал около 6 пакетов уже, все ок, не порвались, все кофе очталось в пакетике, по разамеру в одну кофеварку вошел идевльно, во вторую приходится подгибать. Спасибо, Буду заказывть еще)",2024-08-08,5,214,1,1,0
,"Функцию свою не выполняет . Заливаю кофе  кипятком , оставляю на 5 мин и достаю , и тут дно рвется и вся гуща в чашке . Почему так происходит я не пойму . Может мне брак попался !🙈😭",2024-09-16,1,181,1,1,0
,"Радости вам! Не берите эти фильтр-пакеты, они не качественные, рвуться на дне, ни один не вылержал проверку, трата денег впустую.",2024-09-26,2,129,1,1,0
,Фильтр который не фильтрует! Качество ужасное! На фото видно разница оригинальных фильтров и этого чуда.,2024-09-30,1,104,1,1,0
,"Постоянно покупаю эти фильтры. Раньшкюе были в коробке. Теперь пришли в пакете, без опознавательных знаков... Больше не закажу.",2024-09-16,3,127,1,1,0
,"Для тех кто не понимает как пользоваться такими фильтрами - ДОЛЖЕН БЫТЬ УПОР!!! Изначально они предназначены для кофе-машин, где внутрь машины вставляется такой фильтр. Его можно использовать и просто в чашке, но тогда рекомендую ставить в ситечко, как у меня на фото  - ситечко пропускает мелкие кофеинки, а этот фильтр нет, поэтому это отличный дуэт. В таком дуэте ни разу не порвалась. Покупала другой фирмы. думала все одинаковые, однако конкретно у этих фильтров для меня оказался один конкретный минус - скорость. Кофе очень долго просачивается, бумага слишком плотная (за это минус звезда).   Однако кофе без кофеинок и вкус не изменен, что я считаю хорошим результатом.",2024-07-08,4,677,1,1,0
,Отличные пакет и по приятной цене) мы довольны,2024-09-20,5,46,1,1,0
,Спасибо . Хорошо упаковна . Спасибо 🤝,2024-09-15,5,37,1,1,0
,Качество стало хуже. Уже несколько фильтров прорвались.,2024-09-13,2,55,1,1,0
,Фильтры понравились ❤️,2024-09-05,5,22,1,1,0
,Фильтр в кофеварке капельного типа ужасно долго фильтрует кофе! Очень плотный фильтр.,2024-09-03,4,85,1,1,0
,"Заказываю не в первый раз, раньше были в коробке, сейчас просто упакованы в вакум и сверху пакет. На качестве не отразилось, всë так же хорошие фильтры.",2024-08-18,5,152,1,1,0
,"Все супер! Покупкой довольна, не хлипкие и не страшно, что неосветленные, без постороннего запаха. К кофеварке подошли.",2024-08-26,5,119,1,1,0
,"Такие же фильтры, как и ранее покупала в картонной коробке. Подходят для старой капельной кофеварки, привкуса лишнего кофе не придают, плотные, не расползаются.",2024-07-09,5,160,1,1,0
,"Какой-то кошмар!Рвутся.Все делала по инструкции,которая указана.Кофе пока проходит через фильтр уже весь ледяной!За один раз использовала несколько фильтров,потому что все порвались.В итоге все равно все плавает в кружке…",2024-08-30,1,221,1,1,0
,"Для моей капельной кофеварки большеваты по высоте, но меньше вообще не нашла (заводская сеточка порвалась). Нашла решение, подворачиваю верх и все отлично. Спасибо!",2024-06-23,5,164,1,1,0
,"Отличные фильтры, плотные. Беру не первый раз. Первых хватило почти на 7 месяцев. Фильтруют кофе без осадка. В одиночку так же хорошо справляются. Из за хорошей плотности, фильтрация не такая быстрая, но это нисколько не портит товар. Довольна, рекомендую.",2024-06-15,5,256,1,1,0
,Отличные фильтры. Платные. Пришли как и положено в упаковке. Внутри ещё и упаковка из целлофана. К покупке рекомендую.,2024-07-26,5,118,1,1,0
,"Очень понравились фильтры, тонкие, но при этом прочные. Вкус кофе чувствуется хорошо, не теряется. Упаковка странная конечно, просто в прозрачном пакете, я такое впервые вижу.",2024-06-25,5,175,1,1,0
,Отличное качество. Из всей пачки не порвался ни один фильтр 👌!,2024-08-20,5,62,1,1,0
,"Эти фильтры очень медленно фильтруют. Сравниваю с такими же с виду, которые покупал полгода назад, хотя те были тоже не идеальны. А также с теми, что покупал в своё время в Германии. Нормальные (читай: немецкие) фильтры фильтруют кофе быстро и качественно. В этих же кофе протекает безумно медленно, а при использовании капельной кофеварки даже стоит подолгу в фильтре и переливается через край вместе с осадком, как на фотке. Явно проблема с бумагой. В другой раз я предпочту заплатить побольше, но чтобы качество было нормальное, ведь кофе с утра должен радовать, а не огорчать.\nПлюсы: низкая цена.",2024-06-06,2,600,1,1,0
,"Отличные фильтры. Использую в капельной кофеварке, подрезаю примерно 3см.",2024-08-23,5,73,1,1,0
,Отличные фильтра. У кого они рвутся- вы просто не правильно ими пользуетесь,2024-07-15,5,75,1,1,0
,"Мусор в виде обрезков на всех фильтрах, всё это попадёт в кофе. Фильтруют не очень. Покупала такие же ранее на  *** , выглядели по-другому, эти как будто совсем из другой бумаги сделаны, либо наклейки налепили на дешёвые фильтры",2024-06-26,1,228,1,1,0
,"Хорошие фильтры для кофе, беру во второй раз, теперь только количество 200 шт.",2024-08-07,5,78,1,1,0
,Слева были когда-то куплены в Швейцарии.справа на wb.разницы никакой. Одна халва,2024-08-03,5,80,1,1,0
,"Прошу прощения, но это пустая трата денег; несколько раз попробовала - все разы фильтры рвались; уже и тихонько лила воду.. не помогает",2024-07-02,1,135,1,1,0
,"Фильтры использовала понравились, на вид и по качеству хорошие, не рвутся, подошли по размеру, спасибо продавцу!",2024-06-07,5,112,1,1,0
,"Эта шляпа рвется в 2 из 3-х случаях. Учитывая, что кофе пьют по утрам, где дорога каждая секунда, такая вот оплошность очень раздражает. Пишу этот отзыв с утра, порвалось 3 фильтра подряд, я вас матерю и зубами цежу кофейный жмых. 250 рублей выкинуты на ветер, утро испорчено.",2024-07-08,1,276,1,1,0
,"Бесполезная покупка. Пакет рвется мнгновенно! Попробовала использовать 2 одновременно, но.. оба так же не выдержали первого соприкосновения с водой.",2024-08-13,1,148,1,1,0
,"Не первый раз беру эти фильтры, удивило то что пришли без коробки! Просто упакованы в пакет! Наверное поэтому и цена низкая. Положила в предыдущую коробку для хранения. \nСами фильтры хорошо подходят для капельной кофеварки, у меня не рвутся,как здесь пишут. Рекомендую к покупке",2024-04-28,5,278,1,1,0
,"Отличные фильтры. Покупала уже такие на другом маркетплейсе, смело могу рекомендовать. Там в отзывах тоже писали, что они рвутся, и для меня было шоком, что кто-то использует их для заваривания на весу, или как там ухитряются делать, чтобы они рвались? Я завариваю в пластиковой воронке, идеально, заварила, лишнее выбросила, кофе по вкусу такой же, как из капельной кофеварки.",2024-09-17,5,377,0,1,0
,"Ерунда редкостная. Развалился от кипятка прям в кружке. Деньги на ветер. И, пожалуйста, представитель, не отвечай, что сожалеешь, что продал мне лажу 🌷 просто больше не продавай это г…)",2024-07-21,1,185,1,1,0
,"Хорошие, качественные фильтры, не порвались после использования. Покупкой довольна.",2024-06-07,5,83,1,1,0
,Не поняла где здесь новая упаковка? Это просто обычный запаянный пакет.,2024-08-13,2,71,1,1,0
,"В целом очень хорошие фильтры, прекрасно справляются со своей задачей в кофеварке, жаль что рвутся при заваривании в чашке, но это уже нюансы, в конце концов они даже не предназначены для такого использования) для кофеварки мне эти фильтры очень понравились! Однозначно рекомендую к покупке!",2024-09-23,5,291,0,1,0
,"Фильтры для кофе выписываю давно, но данной фирмы первый раз. Фильтры огонь, теперь буду заказывать только эти. Однозначно рекомендую!",2024-03-23,5,134,1,1,0
,"Очень много пыли на фильтрах. В местах среза осталась бумага в виде маааленьких полосочек, которые сяпятся как дождь, когда трясешь пачку фильтров. \nПоставила 2 звезды, потому что по сути свою функцию выполнять могут, если сначала их промыть или пропылесосить. В общем хз, как эти остатки убрать. Буду использовать, или нет - не знаю!",2024-04-13,2,334,1,1,0
,"Плохо фильтруют, зато хорошо рвутся. Минут по двадцать жду, пока накапает чашка, но чаще проливается быстро вместе с гущей. Покупала по отзывам владельцев кофеварок, возможно, фильтры просто не подходят для воронки.",2024-04-19,2,215,1,1,0
,"Брали для капельной кофеварки, размер большеват, приходится подрезать. Не промокают, осадок не остаётся. К покупке рекомендую👍",2024-04-06,5,126,1,1,0
,Все хорошо спасибо,2024-08-19,5,18,1,1,0
,"Недорогие фильтры, бытовая доставка😊. Покупали такие же фильтры в другой стране - цена одинаковая, а разница в качестве огромная. Эти пропускают кофеинки, сама бумага хуже по качеству. Но пока нет возможности купить другие, будем пользоваться этими)))",2024-09-13,5,251,0,1,0
,"Пришло всё, по описанию!",2024-08-30,5,24,1,1,0
,Почему без упаковки? На фото в упаковке. Вы их где делаете? В подвале в Мытищах? Непонятно из какого материала итд.,2024-06-18,2,115,1,1,0
,"Нормальные фильтры. Их нужно ставить не в кружку, а в воронку от капельной кофеварки, подгибать шов и тогда они будут служить верой и правдой. Фильтруют хорошо. Проверял специально очень ржавой воде. Результатом доволен. Прозрачность воды полностью восстановилась.",2024-09-06,5,264,0,1,0
,Заказываю второй раз. Хорошие фильтры. Рекомендую,2024-06-07,5,49,1,1,0
,Все отлично. Фильтры не рваться. Со своей работой справляются.,2024-06-25,5,62,1,1,0
,"Фильтры просто какого-то космического размера, всегда беру 4ку у других производителей, они в полтора раза точно меньше, а эти приходится в 2 раза подгибать и снизу и сбоку! упаковка оставляет желать лучшего, никакой информации о товаре нет, просто прозрачная пленка. Сами фильтры обсыпаются с краев.",2024-03-20,2,300,1,1,0
,"Заказываю уже не в первый раз, раньше была полностью довольна качеством, но в последний раз фильтры пришли без привычной упаковки, а просто в пленке. Но и само качество фильтров сильно изменилось. Они теперь тоньше, края обработаны так, что с них сыпется бумага.",2024-03-28,4,262,1,0,0
,"Собиралась на работе заваривать кофе в чашке,чтобы осадок в фильтре оставался,но,фильтр с кофе  расходится снизу по шву и все в чашке,как уже и писали,в капельную кофеварку дома пока не пробовала.",2024-09-16,5,196,0,1,0
,"Хорошие фильтры , отлично справляются с задачей",2024-07-05,5,47,1,1,0
,"Упакованы хорошо, для стандартной кофеварки подошли отлично",2024-06-19,5,59,1,1,0
,"Не хочется портить рейтинг продавцу, наверное купила что-то не то, наверное это для кофеварки, не знаю... кофе с воронкой так медленно капает, уже успевает остыть... жаль, думала по типу дрип-пакетов) нт буду знать",2024-09-07,5,214,0,1,0
,"Редкосное  *** ! Сначала облила кипятком-порвался. Потом думаю, наверное надо подвергнуть шоф, пробую с повернутым облить кипятком, тоже самое. Думаю, ладно, пусть не облитая, насыпают кофе, кладу приправу, наливаю воды и вуаля, все кофе в кружке. Спасибо за испорчено утро! Не рекомендую не в коем случае!!! Это простая бумага.",2024-04-15,1,328,1,0,0
,"Очень качественные фильтры: шов очень крепкий, не разрывается, при этом сам фильтр достаточно тонкий \nБлагодарю за быструю доставку. Рекомендую",2024-02-20,5,143,1,1,0
,"Вырубка бумаги некачественная - края фильтров осыпаются. Пользоваться можно, но перед этим необходимо фильтры вручную обтряхивать и очищать, чтобы не пить кофе с бумажными опилками и мусором. Товар к покупке не рекомендую. Немецкое качество рядом не стояло.",2024-03-21,1,257,1,1,0
,"Идеально подошли к моей кофеварке. Качество отличное. Обожаю варёный кофе, и часто их беру. В общем рекомендую.",2024-02-09,5,111,1,1,0
,"Фильтры пришли в пакете, без картонной коробки. При использовании нескольких штук, все хорошо. Качеством пока довольна.",2024-03-07,5,119,1,1,0
,"Непонятно как вытащить пакет, после заваривания, он рвётся 🤣",2024-06-11,5,60,1,1,0
,"Взяла фильтры этой фирмы, т.к.такими уже пользовались и нам понравились. Эти пришли в пакете без коробки. !?!?в пакете. Как в эксплуатации, будем пробовать.",2024-06-05,4,156,1,1,0
,"Качественные фильтры в экономупаковке. Немного стружки в пачке есть, но оно и понятно, это же машины их вырезают, а не девственницы верхом на драконе, в полнолуние, потому и цена демократичная",2024-09-07,5,192,0,1,0
,"Выброшенные деньги, с первого же фильтра вот такая ситуация, не фильтрует, просто стоит вода, а с самих фильтров сыпятся какие-то опилки. Выкинули всю упаковку.",2024-04-24,1,160,1,1,0
,Большие. Для капелтной кофеварки то что надо.,2024-05-19,5,45,1,1,0
,"Товар пришёл без задержки, хорошо упакован. В отличае от предыдущих, которые я брала  другого производителя, дно крепкое. Ещё ни один фильтр не порвался.\nСпасибо.",2024-09-12,5,162,0,1,0
,"Отлтчные фильтры, цена прекрасна",2024-07-11,5,32,1,1,0
,На вид ничего.. Но без коробки.,2024-07-11,5,31,1,1,0
,Фильтры при предварительном смачивании рвутся. Отфильтровать кофе получается через раз. Плохое качество (,2024-06-16,1,105,1,1,0
,"Первый раз взяла попробывать такие фильтры, очень даже не плохо и упакованно хорошо, советую продавца",2024-04-08,5,101,1,1,0
,"Хорошие фильтры по приемлемой цене. Специально тестировала месяц, прежде чем оставить отзыв. Довольно плотные, не рвутся,подошли для моей капельной кофеварки.",2024-09-02,5,158,0,1,0
,"Заканчиваются запасы миелиты, и цена на нее в России стала неадекватной, поэтому впервые заказала эти фильтры ориентируясь на высокий рейтинг. Уже когда заказ был в пути зашла почитать отзывы и испугалась что в последних партиях много брака. Готова была к худшему, но в итоге пока ни одного бракованного фильтра не попалось. Качество бумаги конечно другое, у миелиты бумага плотнее, но в остальном все в порядке, ничего не рвется при использовании, товар хороший. На фото сверху миелита, снизу эколюкс.",2023-10-11,5,502,1,1,0
,Пропускная способность бумаги меньше чем в других фильтрах такого плана. То есть кофе заваривается в 2-3 раза дольше ...,2024-09-16,5,120,0,1,0
,"Точно не помню сколько раз покупала, но 5-6 точно. На этот раз вместо 3-х пачек пришла одна на 300 шт. Начитавшись отзывов о том, что рвутся, огорчилась и полезла тестировать, хотя еще не кончилась прошлая пачка, старой партии. Да, фильтры отличаются даже визуально. Выглядят немного менее аккуратно, чем раньше, но ничего не рвется, не пахнет. Причем. насколько я понимаю, там даже дополнительное усиление шва сделано. Рвутся у конкурентов, которые цену завышают? 1 - это старая партия, 2 - новая.",2023-07-25,5,498,1,1,0
,Рвется в первую же минуту. Что называется день с самого утора не задался.,2024-06-01,2,73,1,1,0
,Хорошие фильтры для кофеварки капельного типа. Берем не первый раз. Все устраивает.,2024-04-18,5,83,1,1,0
,Это простая бумага которая не пропускает ничего. Если подождать достаточно долго то просто швы разойдутся. Не рекомендую к покупке. Деньги на ветер,2024-05-12,1,147,1,1,0
,"Плотные, покупкой довольна. Пришли без коробки  , только в пакете.",2024-05-04,5,66,1,1,0
,"Я так обрадовалась, что нашла наконец-то фильтры через которые можно вылить кофе из турки и так разочаровалась. Я не знаю что можно делать не так, но у меня вообще кофе не проходит через этот фильтр. Капает по капельки, утром это вообще не вариант. Обидно.",2024-09-20,4,256,0,1,0
,Товар соответствует описанию. Упаковка не нарушена. Доставка быстрая. Рекомендую к покупке,2024-09-26,5,90,0,1,0
,"Зачем указывать заваривание в чашке, если это невозможно? Они рвутся как их не складывай и как мелко не лей воду. Через два фильтра вода уже не проходит. Если хотите всю кухню  ***  в кофе и потратить 20 минут на одну порцию с гущей и картоном - очень советую",2024-09-16,1,259,0,1,0
