,User review,Review date,Star review,Has media,Written by bot
923,"[""\u043d\u0435"", ""\u043a\u0442\u043e"", ""\u043d\u0435"", ""\u0441\u043e\u0432\u0435\u0442\u043e\u0432\u0430\u0442\u044c"", ""\u043d\u0430\u043c\u043e\u043a\u0430\u0442\u044c"", ""\u0438"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f""]",2024-09-09,1,0,0
924,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440""]",2024-09-07,5,0,0
925,"[""\u043f\u0435\u0440\u0432\u044b\u0439"", ""\u043a\u043e\u0433\u0434\u0430"", ""\u0437\u0430\u043a\u0430\u0437\u044b\u0432\u0430\u0442\u044c"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043f\u0440\u0438\u0441\u043b\u0430\u0442\u044c"", ""\u043a\u043e\u0440\u043e\u0431\u043a\u0430"", ""\u044d\u0442\u043e\u0442"", ""\u043f\u0440\u043e\u0441\u0442\u043e"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u043a\u0430"", ""100"", ""\u0448\u0442"", ""\u0438"", ""\u043f\u0430\u043a\u0435\u0442""]",2024-08-20,5,0,0
926,"[""\u043d\u0435\u0441\u043a\u043e\u043b\u044c\u043a\u043e"", ""\u043f\u0440\u0438\u043e\u0431\u0440\u0435\u0442\u0430\u0442\u044c"", ""\u0434\u0430\u0442\u044c"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0432\u0441\u0451"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u043f\u0440\u0438\u0445\u043e\u0434\u0438\u0442\u044c"", ""\u043a\u043e\u0440\u043e\u0431\u043a\u0430"", ""\u0438"", ""\u043c\u0430\u0442\u0435\u0440\u0438\u0430\u043b"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\\n\u0441\u0435\u0439\u0447\u0430\u0441"", ""\u0437\u0430\u043a\u0430\u0437\u0430\u0442\u044c"", ""300"", ""\u0448\u0442"", ""\u043f\u0440\u0438\u0441\u043b\u0430\u0442\u044c"", ""\u043f\u0440\u043e\u0437\u0440\u0430\u0447\u043d\u044b\u0439"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u043a\u0430"", ""\u0438"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""\u0441\u043e\u0432\u0441\u0435\u043c"", ""\u043d\u0435"", ""\u0442\u043e"", ""("", ""\u043f\u0440\u043e\u0441\u0442\u043e"", ""\u0431\u0443\u043c\u0430\u0433\u0430"", "","", ""\u0447\u0442\u043e"", ""\u043f\u0440\u0438\u0445\u043e\u0434\u0438\u0442\u044c"", ""\u0440\u0430\u043d\u043d\u0438\u0439"", ""\u0431\u0440\u0430\u0442\u044c"", ""\u043d\u0435"", ""\u0431\u044b\u0442\u044c"", ""\u0432\u044b"", ""\u0444\u0438\u043b\u044c\u0442\u0440""]",2024-08-20,1,0,0
927,"[""\u043e\u0431\u044b\u0447\u043d\u044b\u0439"", ""\u043c\u043d\u043e\u0433\u043e"", ""\u043d\u0435"", ""\u043f\u0440\u043e\u043a\u043b\u0435\u0438\u0442\u044c"", ""\u0443\u0433\u043e\u043b""]",2024-09-03,4,0,0
928,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""!""]",2024-09-01,5,0,0
929,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440""]",2024-09-05,5,0,0
930,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0434\u043b\u044f"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""6"", ""\u043a\u0440\u0443\u0436\u043a\u0430"", ""\u0441\u0430\u043c\u044b\u0439"", ""\u043d\u0435"", ""\u0440\u0430\u0437\u043c\u043e\u043a\u0430\u0442\u044c"", ""\u0438"", ""\u043d\u0435"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0437\u0430\u043f\u0430\u0445"", ""\u0431\u0443\u043c\u0430\u0433\u0430"", ""\u043d\u0435\u0442"", ""\u043a\u043e\u0444\u0435"", ""\u043f\u043e\u043b\u0443\u0447\u0430\u0442\u044c\u0441\u044f"", ""\u043e\u0441\u0430\u0434\u043a\u0430""]",2022-08-28,5,1,0
931,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439""]",2024-10-01,5,0,0
932,"[""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043d\u043e\u0440\u043c\u0430"", ""\u043f\u043b\u043e\u0442\u043d\u043e\u0441\u0442\u044c"", ""\u0431\u0443\u043c\u0430\u0433\u0430"", ""\u0434\u043e\u0441\u0442\u0430\u0442\u043e\u0447\u043d\u044b\u0439"", ""\u043d\u0430\u043f\u0438\u0442\u043e\u043a"", ""\u0438"", ""\u0433\u0443\u0449\u0430"", ""\u0434\u0435\u0440\u0436\u0430\u0442\u044c"", ""\u0438\u0441\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c"", ""\u043a\u0430\u043f\u0435\u043b\u044c\u043d\u044b\u0439"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u0448\u043e\u0432"", ""\u043a\u0440\u0435\u043f\u043a\u0438\u0439"", ""\u0440\u0430\u0437\u043c\u0435\u0440\u043d\u043e\u0441\u0442\u044c"", ""\u0434\u0432\u043e\u0439\u043a\u0430"", ""-"", ""\u0442\u044e\u0442\u0435\u043b\u044c\u043a\u0430"", ""\u0442\u044e\u0442\u0435\u043b\u044c\u043a\u0430"", ""\u0444\u043e\u0442\u043e"", ""-"", ""\u043a\u043e\u0444\u0435\u0439\u043d\u044b\u0439"", ""70\u043c\u043b"", ""\u0447\u0430\u0448\u0435\u0447\u043a\u0430"", ""\u0434\u043b\u044f"", ""\u0441\u0440\u0430\u0432\u043d\u0435\u043d\u0438\u0435"", ""\\n\u0442\u043e\u0432\u0430\u0440"", ""\u0434\u043e\u0432\u043e\u043b\u044c\u043d\u044b\u0439"", "","", ""\u0441\u043f\u0430\u0441\u0438\u0431\u043e"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""!""]",2022-11-21,5,1,0
933,"[""\u043d\u0435\u043a\u043e\u0442\u043e\u0440\u043e\u0432"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043f\u043e\u0441\u043b\u0435"", ""\u043d\u0430\u043c\u043e\u043a\u0430\u043d\u0438\u0435""]",2024-09-11,4,0,0
934,"[""\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0442\u0430\u043a\u043e\u0439"", ""\u043a\u043e\u0444\u0435\u043c\u0430\u0448\u0438\u043d\u043a\u0430"", ""\u0433\u043e\u0434"", ""5"", ""\u0442\u0430\u043a\u043e\u0439"", ""\u0441\u0438\u0442\u0443\u0430\u0446\u0438\u044f"", ""\u044f"", ""\u0432\u043f\u0435\u0440\u0432\u044b\u0435"", ""\ud83d\ude48\\n\u0440\u0430\u043d\u043d\u0438\u0439"", ""\u043f\u043e\u043a\u0443\u043f\u0430\u0442\u044c"", ""\u043f\u0430\u043a\u0435\u0442"", ""\u043c\u0430\u0433\u0430\u0437\u0438\u043d"", ""\u0442\u0443\u0442"", ""\u0440\u0435\u0448\u0438\u0442\u044c"", ""\u0437\u0430\u043a\u0430\u0437\u0430\u0442\u044c"", "".."", ""\\n\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043f\u0440\u043e\u0441\u0442\u043e"", ""\u0440\u0430\u0437\u0432\u043e\u0437\u0438\u0442\u044c\u0441\u044f"", ""\ud83e\udd72""]",2023-09-11,1,1,0
935,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0434\u043e\u0441\u0442\u0430\u0442\u043e\u0447\u043d\u043e"", ""\u0442\u043e\u043d\u043a\u0438\u0439"", ""\u0441\u0432\u043e\u0439"", ""\u0437\u0430\u0434\u0430\u0447\u0430"", ""\u0432\u044b\u043f\u043e\u043b\u043d\u044f\u0442\u044c"", ""\u0432\u0441\u0451"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u0430\u0442\u044c"", ""\u0438"", ""\u0441\u0430\u043c"", ""\u043a\u043e\u0440\u043e\u0431\u043a\u0430"", ""\u0438"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0432\u043d\u0443\u0442\u0440\u0438""]",2022-12-24,5,1,0
936,"[""\u0441\u043f\u0430\u0441\u0438\u0431\u043e"", ""!"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""!"", ""\u0437\u0430\u043f\u0430\u0445"", ""\u043d\u0435\u0442"", ""\u043a\u043e\u0444\u0435"", ""\u0432\u043a\u0443\u0441\u043d\u044b\u0439"", ""!"", ""\u0431\u044b\u0442\u044c"", ""\u0437\u0430\u043a\u0430\u0437\u044b\u0432\u0430\u0442\u044c"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c"", ""!""]",2024-08-30,5,0,0
937,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0433\u0435\u0440\u043c\u0435\u0442\u0438\u0447\u043d\u044b\u0439"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u043a\u0430"", ""\ud83d\udc4d\ud83d\udc4c""]",2023-11-06,5,1,0
938,"[""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""\u0438"", ""\u0442\u043e\u0432\u0430\u0440"", ""\u0437\u0430\u0432\u0430\u0440\u0438\u0442\u044c"", ""\u043f\u0430\u043a\u0435\u0442\u0438\u043a"", ""\u043a\u043e\u0444\u0435"", ""\u0434\u043e\u0432\u043e\u043b\u044c\u043d\u044b\u0439""]",2023-03-01,5,1,0
939,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043d\u0435"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043d\u0435"", ""\u0440\u0430\u0437\u043c\u043e\u043a\u0430\u0442\u044c"", ""\u0437\u0430\u043a\u0430\u0437"", ""\u043f\u0440\u0438\u0439\u0442\u0438"", ""\u043d\u0430\u0434\u0451\u0436\u043d\u044b\u0439"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u043a\u0430"", ""\u0438\u043c\u0435\u0442\u044c"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u0442\u043e\u0432\u0430\u0440\u043d\u044b\u0439"", ""\u0432\u0438\u0434"", ""\u043d\u0435"", ""\u043c\u044f\u0442\u044b\u0439"", ""\u043d\u0435"", ""\u043f\u043e\u0440\u0432\u0430\u0442\u044c"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""\u0438"", ""\u0441\u0430\u043c"", ""\u0442\u043e\u0432\u0430\u0440"", ""\u0431\u044b\u0442\u044c"", ""\u0437\u0430\u043a\u0430\u0437\u044b\u0432\u0430\u0442\u044c""]",2024-07-14,5,0,0
940,"[""\u0431\u0440\u0430\u0442\u044c"", ""\u0434\u043b\u044f"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u0442\u0435\u0444\u0430\u043b\u044f"", "".\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0440\u0435\u043f\u043a\u0438\u0439""]",2023-07-03,5,1,0
941,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043d\u0435"", ""\u043d\u0430\u043c\u043e\u043a\u0430\u044e\u0442.\u043c\u043e\u0436\u043d\u044b\u0439"", ""\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c"", ""\u0442\u0440\u0438"", ""\u0435\u0441\u043b\u0438"", ""\u043d\u0435\u043e\u0431\u0445\u043e\u0434\u0438\u043c\u043e\u0441\u0442\u044c"", ""\u0442.\u0435"", ""\u044d\u043a\u043e\u043d\u043e\u043c\u0438\u0447\u043d\u044b\u0439""]",2024-08-27,5,0,0
942,"[""\u043f\u043e\u043b\u043d\u044b\u0439"", ""\u0435\u0440\u0443\u043d\u0434\u0430"", ""\u043e\u0442"", ""\u0433\u043e\u0440\u044f\u0447\u0438\u0439"", ""\u0432\u043e\u0434\u0430"", ""\u0440\u0430\u0437\u0440\u044b\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043f\u043e\u0434\u0443\u043c\u0430\u0442\u044c"", ""\u043c\u0430\u043b\u043e"", ""\u0431\u0440\u0430\u043a"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043f\u0435\u0440\u0432\u044b\u0439"", ""\u0442\u0430\u043a"", ""\u0432\u0441\u0451"", ""5"", ""\u0448\u0442\u0443\u043a\u0430"", ""\u0447\u0442\u043e"", ""\u043f\u044b\u0442\u0430\u0442\u044c\u0441\u044f"", ""\u0438\u0441\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c""]",2023-09-26,1,1,0
943,"[""\u043c\u043d\u043e\u0433\u0438\u0435"", ""\u043f\u0438\u0441\u0430\u0442\u044c"", ""\u00ab"", ""\u043e\u043f\u0438\u043b\u043a\u0430"", ""\u00bb"", ""\u0438"", ""\u043e\u0448\u043c\u0451\u0442\u043e\u043a"", ""\u0431\u0443\u043c\u0430\u0433\u0430"", ""\u043a\u043e\u0442\u043e\u0440\u044b\u0439"", ""\u0441\u044b\u043f\u0430\u0442\u044c\u0441\u044f"", ""\u043a\u0440\u0430\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0441\u043d\u0430\u0447\u0430\u043b\u0430"", ""\u0434\u0443\u043c\u0430\u0442\u044c"", ""\u0447\u0442\u043e"", ""\u0441\u0442\u0440\u0430\u0448\u043d\u044b\u0439"", ""\u0438"", ""\u043f\u0435\u0440\u0435\u0434"", ""\u043a\u0430\u0436\u0434\u044b\u0439"", ""\u043f\u0440\u0438\u043c\u0435\u043d\u0435\u043d\u0438\u0435"", ""\u0441\u0442\u0440\u044f\u0445\u0438\u0432\u0430\u0442\u044c"", ""\u0438"", ""\u0441\u0440\u0443\u0447\u043d\u043e\u0439"", ""\u043f\u0440\u043e\u0445\u043e\u0434\u0438\u0442\u044c\u0441\u044f"", ""\u043a\u0430\u0436\u0434\u044b\u0439"", ""\u043a\u0440\u0430\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043f\u043e\u0442\u043e\u043c"", ""\u043d\u0435"", ""\u043f\u0438\u0442\u044c"", ""\u043a\u043e\u0444\u0435"", ""\u043a\u0443\u0441\u043e\u043a"", ""\u0431\u0443\u043c\u0430\u0433\u0430"", ""\u0441\u043f\u0443\u0441\u0442\u044f"", ""\u043e\u043a\u043e\u043b\u043e"", ""20"", ""\u0442\u0430\u043a\u043e\u0439"", ""\u0442\u0430\u043d\u0435\u0446"", ""\u0431\u0443\u0431\u0435\u043d"", ""\u0432\u044b\u043a\u0438\u043d\u0443\u0442\u044c"", ""\u043f\u0430\u0447\u043a\u0430"", ""\u0438"", ""\u0437\u0430\u043a\u0430\u0437\u0430\u0442\u044c"", ""\u0434\u0440\u0443\u0433\u043e\u0439"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""\u043a\u0440\u0430\u0439\u043d\u0435"", ""\u043d\u0435"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c"", ""\u0435\u0441\u043b\u0438"", ""\u0434\u043e\u0440\u043e\u0433\u043e"", ""\u0432\u0430\u0448"", ""\u0432\u0440\u0435\u043c\u044f"", ""\u0438"", ""\u043a\u043e\u0444\u0435"", ""\u043a\u043e\u0442\u043e\u0440\u044b\u0439"", ""\u043f\u0438\u0442\u044c""]",2024-07-17,1,0,0
944,"[""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043f\u043b\u043e\u0445\u043e"", ""\u0441\u043f\u0430\u044f\u043d\u043d\u044b\u0439"", ""\u0441\u0440\u0430\u0437\u0443"", ""\u0440\u0430\u0441\u0445\u043e\u0434\u0438\u0442\u044c\u0441\u044f"", ""\u0448\u043e\u0432"", ""\u0440\u0443\u043a\u0430"", ""\u043d\u0435"", ""\u0433\u043e\u0432\u043e\u0440\u0438\u0442\u044c"", ""\u043d\u0430\u043b\u0438\u0432\u0430\u043d\u0438\u0435"", ""\u0432"", ""\u043e\u043d\u0438"", ""\u043a\u0438\u043f\u044f\u0442\u043e\u043a"", ""...""]",2023-10-29,3,1,0
945,"[""\u0434\u0430\u0432\u043d\u043e"", ""\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043a\u0430\u043f\u0435\u043b\u044c\u043d\u044b\u0439"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u0438"", ""\u0437\u0430\u043a\u0430\u0437\u044b\u0432\u0430\u0442\u044c"", ""\u0438\u043c\u0435\u043d\u043d\u043e"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0432\u0441\u0451"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u044d\u0442\u043e\u0442"", ""\u0440\u0430\u0437"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0443\u0436\u0430\u0441\u043d\u044b\u0439"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0448\u043e\u0432"", ""\u0440\u0430\u0441\u0445\u043e\u0434\u0438\u0442\u044c\u0441\u044f"", ""\u043f\u0440\u043e\u0441\u0442\u043e"", ""\u043e\u0442"", ""\u0432\u043e\u0434\u0430"", ""\u0447\u0435\u0440\u0435\u0437"", ""\u043a\u043e\u0444\u0435"", ""\u0432\u043e\u0434\u0430"", ""\u0432\u043e\u043e\u0431\u0449\u0435"", ""\u043d\u0435"", ""\u043f\u0440\u043e\u0445\u043e\u0434\u0438\u0442\u044c"", ""\u0441\u043d\u0430\u0447\u0430\u043b\u0430"", ""\u0433\u0440\u0435\u0448\u0438\u0442\u044c"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u043f\u0440\u0438"", ""\u043f\u043e\u043f\u044b\u0442\u043a\u0430"", ""\u043f\u0440\u043e\u043b\u0438\u0432"", ""\u0447\u0435\u0440\u0435\u0437"", ""\u0432\u043e\u0440\u043e\u043d\u043a\u0430"", ""\u0442\u0430\u043a\u043e\u0439"", ""\u0440\u0435\u0437\u0443\u043b\u044c\u0442\u0430\u0442""]",2024-08-05,2,0,0
946,"[""\u043f\u043b\u043e\u0445\u043e"", ""\u043f\u0440\u043e\u043f\u0443\u0441\u043a\u0430\u0442\u044c"", ""\u043f\u043e\u0442\u043e\u043c"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f""]",2024-09-07,3,0,0
947,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u0430\u0442\u044c"", ""\u043d\u0430\u0434\u0451\u0436\u043d\u043e""]",2023-11-09,5,1,0
948,"[""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""\u0438\u0441\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u043d\u0438\u0435"", ""\u0432\u0441\u0451"", ""\u0445\u0440\u0430\u043d\u0435\u043d\u0438\u0435"", ""\u0443\u0434\u043e\u0431\u043d\u043e"", ""\u043a\u043e\u0440\u043e\u0431\u043a\u0430"", "","", ""\u043d\u0435"", ""\u043f\u043b\u0451\u043d\u043a\u0430"", ""\u043a\u0430\u043a"", ""\u0441\u0435\u0439\u0447\u0430\u0441""]",2024-08-10,5,0,0
949,"[""\u043a\u043e\u0444\u0435"", ""\u0437\u0430\u0432\u0430\u0440\u0438\u0432\u0430\u0442\u044c"", ""\u0447\u0430\u0448\u043a\u0430"", ""\u043f\u043e\u043f\u0440\u043e\u0431\u043e\u0432\u0430\u0442\u044c"", ""\u0432\u043f\u0435\u0440\u0432\u044b\u0435"", ""\u0447\u0435\u0440\u0435\u0437"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0432\u043e\u0440\u043e\u043d\u043a\u0430"", ""\u0441\u043f\u0430\u0441\u0438\u0431\u043e"", ""\u043d\u0435"", ""\u043f\u043e\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043d\u0430\u043c\u043d\u043e\u0433\u043e"", ""\u0432\u043a\u0443\u0441\u043d\u044b\u0439"", ""\u043c\u044f\u0433\u043a\u0438\u0439"", ""\u0447\u0430\u0448\u043a\u0430"", ""\u044f"", ""\u043d\u0435\u0431\u043e\u043b\u044c\u0448\u043e\u0439""]",2024-07-26,5,0,0
950,"[""\u043e\u0440\u0438\u0433\u0438\u043d\u0430\u043b\u044c\u043d\u044b\u0439"", ""\u0443\u043f\u0430\u043a\u043e\u0432\u043a\u0430"", ""\u0437\u0430\u0432\u0430\u043b\u044c\u0446\u0435\u0432\u0430\u0442\u044c"", ""\u043f\u0440\u043e\u0441\u0442\u043e\u0439"", ""\u043f\u0430\u043a\u0435\u0442"", ""\u0438\u0441\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u043d\u0438\u0435"", ""\u0444\u0438\u043b\u044c\u0442\u0440\u043e\u0432\u0430\u0442\u044c"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043c\u0435\u0434\u043b\u0435\u043d\u043d\u043e"", ""\u0438"", ""\u043f\u043e\u043b\u043e\u0432\u0438\u043d\u0430"", ""\u0431\u043e\u043b\u044c\u0448\u0438\u0439"", ""\u0441\u043e\u043c\u043d\u0435\u043d\u0438\u0435"", ""\u0447\u0442\u043e"", ""\u043e\u0440\u0438\u0433\u0438\u043d\u0430\u043b"", ""\u0440\u0430\u043d\u043d\u0438\u0439"", ""\u043d\u0435\u043e\u0434\u043d\u043e\u043a\u0440\u0430\u0442\u043d\u043e"", ""\u0437\u0430\u043a\u0430\u0437\u044b\u0432\u0430\u0442\u044c"", ""\u0442\u0430\u043a\u043e\u0439"", ""\u043f\u0440\u043e\u0431\u043b\u0435\u043c\u0430"", ""\u043d\u0435""]",2024-08-25,2,0,0
951,"[""\u0437\u0430\u043c\u0435\u0447\u0430\u0442\u0435\u043b\u044c\u043d\u044b\u0439"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u043f\u043b\u043e\u0442\u043d\u044b\u0439"", ""\u043d\u0435"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0438"", ""\u043d\u0435"", ""\u043f\u0440\u043e\u0442\u0435\u043a\u0430\u0442\u044c"", ""\u043f\u043e\u043a\u0443\u043f\u043a\u0430"", ""\u0434\u043e\u0432\u043e\u043b\u044c\u043d\u044b\u0439""]",2024-08-14,5,0,0
952,"[""\u0441\u0442\u0430\u0432\u0438\u0442\u044c"", ""3"", ""\u0437\u0432\u0435\u0437\u0434\u0430"", ""\u0442\u043e"", ""\u0447\u0442\u043e"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""\u0432\u0432\u043e\u0434\u0438\u0442\u044c"", ""\u0437\u0430\u0431\u043b\u0443\u0436\u0434\u0435\u043d\u0438\u0435"", ""\u043f\u043e\u043a\u0443\u043f\u0430\u0442\u0435\u043b\u044c"", ""\u0441\u0432\u043e\u0439"", ""\u0438\u043d\u0441\u0442\u0440\u0443\u043a\u0446\u0438\u044f"", ""\u043f\u0440\u0438\u043c\u0435\u043d\u0435\u043d\u0438\u0435"", ""\u0444\u0438\u043b\u044c\u0442\u0440"", ""\u0438\u0441\u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0442\u043e\u043b\u044c\u043a\u043e"", ""\u0432\u043e\u0440\u043e\u043d\u043a\u0430"", ""\u0438\u043b\u0438"", ""\u043a\u043e\u0444\u0435\u0432\u0430\u0440\u043a\u0430"", ""\u043f\u0440\u043e\u0441\u0442\u043e"", ""\u043f\u043e\u043b\u043e\u0436\u0438\u0442\u044c"", ""\u0447\u0430\u0448\u043a\u0430"", ""\u043d\u0435"", ""\u043f\u043e\u043b\u0443\u0447\u0438\u0442\u044c\u0441\u044f"", ""\u043a\u043e\u0433\u0434\u0430"", ""\u0432\u044b\u0442\u0430\u0441\u043a\u0438\u0432\u0430\u0435\u0448"", ""\u0434\u043d\u043e"", ""\u0440\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043a\u043e\u0444\u0435\u0438\u043d\u043a\u0430"", ""\u043e\u0441\u0442\u0430\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0432"", ""\u0431\u0430\u043a\u0430\u043b"", ""\u0438"", ""\u043c\u0435\u0434\u043b\u0435\u043d\u043d\u043e"", ""\u043a\u0430\u043f\u0430\u0442\u044c"", ""\u0432\u043e\u0434\u0430"", ""\u043f\u043e\u043a\u0430"", ""\u0434\u043e\u0436\u0434\u0430\u0442\u044c\u0441\u044f"", ""\u043a\u043e\u0444\u0435"", ""\u043f\u0438\u0442\u044c"", ""\u0447\u0443\u0442\u044c"", ""\u0442\u0451\u043f\u043b\u044b\u0439""]",2024-07-26,3,0,0
953,"[""\u0434\u0435\u043d\u044c\u0433\u0430"", ""\u0432\u0435\u0442\u0435\u0440"", ""!"", ""\u0432\u0437\u0430\u0438\u043c\u043e\u0434\u0435\u0439\u0441\u0442\u0432\u0438\u0435"", ""\u0432\u043e\u0434\u0430"", ""\u0448\u043e\u0432"", ""\u0440\u0430\u0441\u043a\u043b\u0435\u0438\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u0435\u0441\u043b\u0438"", ""\u043f\u043e\u0434\u0432\u0435\u0440\u043d\u0443\u0442\u044c"", ""\u0433\u0434\u0435"", ""\u043d\u0435\u0442"", ""\u0448\u043e\u0432"", ""\u0438"", ""\u043f\u0440\u0438\u0434\u0435\u0440\u0436\u0438\u0432\u0430\u0442\u044c"", ""\u0442\u043e"", ""\u043f\u043e\u043b\u0443\u0447\u0430\u0442\u044c\u0441\u044f"", ""\u043e\u0442\u0444\u0438\u043b\u044c\u0442\u0440\u043e\u0432\u0430\u0442\u044c"", ""\u043f\u043e\u043a\u0443\u043f\u043a\u0430"", ""\u043d\u0435"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c""]",2023-08-01,1,1,0
